"PAR_anomaly","VPD_anomaly","Pre_anomaly","MCWD_anomaly","WTD","HAND","Drought_Length","EVI_anomaly","SegGeo_number","year","HAND_CLASS","Drought_Condition"
-0.867736,2.28153,-1.51075,-1.08069,10.7118,10.7118,2.52569,-1.07798,12,"2010",11,"Medium Drought"
1.55793,0.181931,-2.32459,-1.78656,43.2878,43.2878,5,-1.07793,12,"2015",31,"Medium Drought"
3.02252,1.63331,-1.82264,-1.79184,5.42211,5.42211,3.85651,-1.07769,12,"2015",6,"Medium Drought"
-1.70829,0.750651,-0.811648,-1.32314,5.13676,5.13676,2,-1.07734,12,"2005",6,"Medium Drought"
-1.34609,1.45104,-0.370288,-1.70607,12.2801,12.2801,2.99145,-1.07728,12,"2010",13,"Medium Drought"
2.71253,1.61834,-1.67382,-2.05003,13.3543,13.3543,5.03987,-1.07687,12,"2015",14,"Severe Drought"
-1.20075,1.73878,-0.630404,-1.2025,9.88956,9.88956,2.1875,-1.07681,12,"2010",10,"Medium Drought"
-1.33129,1.44082,-1.17412,-1.61651,13.3617,13.3617,3.05632,-1.07595,12,"2010",14,"Medium Drought"
-1.2326,2.51738,-1.23917,-1.00404,2.38306,2.38306,2,-1.07591,12,"2010",3,"Medium Drought"
-0.957519,2.26962,-0.0930001,-1.37218,6.26414,6.26414,3.37615,-1.07544,12,"2010",7,"Medium Drought"
-0.777841,1.31246,-0.719162,-1.62071,9.94629,9.94629,2.6,-1.07533,12,"2010",10,"Medium Drought"
-0.374014,1.62556,-0.402252,-1.70164,3.1254,3.1254,4,-1.07501,12,"2005",4,"Medium Drought"
-1.31733,1.17153,-0.734679,-1.95997,13.1156,13.1156,2.1317,-1.07499,12,"2010",14,"Medium Drought"
2.8268,1.60739,-1.96819,-2.74166,6.41294,6.41294,5.8451,-1.07448,12,"2015",7,"Severe Drought"
2.47563,0.832362,-2.1256,-1.51869,9.94132,9.94132,3,-1.07401,12,"2015",10,"Medium Drought"
1.97329,0.411025,-1.87693,-2.11981,41.7936,41.7936,4.77977,-1.07398,12,"2015",31,"Severe Drought"
-1.72246,2.38451,-1.05582,-1.17891,9.28525,9.28525,3,-1.07379,12,"2010",10,"Medium Drought"
2.25942,1.61183,-2.10018,-1.10391,8.04488,8.04488,3,-1.0729,12,"2015",9,"Medium Drought"
-0.18791,1.89288,-1.44867,-1.46905,34.2002,34.2002,2.42011,-1.07206,12,"2010",31,"Medium Drought"
-0.716264,1.63132,-1.4866,-1.84742,29.0287,29.0287,1.5541,-1.07198,12,"2010",30,"Medium Drought"
2.03338,0.525823,-1.99098,-2.04378,17.9202,17.9202,3.77756,-1.07191,12,"2015",18,"Severe Drought"
-0.198254,2.0706,-1.20259,-1.20556,28.866,28.866,2,-1.07169,12,"2010",29,"Medium Drought"
-1.54319,1.21308,-1.19431,-1.25688,4.44989,4.44989,2.79856,-1.06928,12,"2010",5,"Medium Drought"
-1.27402,1.39241,-1.37602,-2.06866,12.9287,12.9287,3,-1.06924,12,"2010",13,"Severe Drought"
-0.143494,1.56741,-1.33152,-1.33073,14.43,14.43,1.27981,-1.06921,12,"2010",15,"Medium Drought"
-1.21908,1.20724,-1.40202,-2.68687,13.5946,13.5946,3,-1.06893,12,"2010",14,"Severe Drought"
-1.12456,2.42099,-0.990812,-1.57713,4.0952,4.0952,4,-1.0689,12,"2010",5,"Medium Drought"
2.42286,1.48093,-2.40038,-1.58642,28.0969,28.0969,3,-1.06888,12,"2015",29,"Medium Drought"
-1.0327,1.35652,-0.900586,-1.98665,14.4631,14.4631,3,-1.06845,12,"2010",15,"Medium Drought"
2.78031,1.49785,-2.11718,-2.76485,4.48832,4.48832,6.46112,-1.06747,12,"2015",5,"Severe Drought"
-0.977027,1.32932,-0.911771,-1.97298,12.5684,12.5684,2.9196,-1.06697,12,"2010",13,"Medium Drought"
-0.812084,1.71445,-0.936646,-1.2271,19.5718,19.5718,1.11249,-1.06595,12,"2010",20,"Medium Drought"
-1.14109,2.19894,-1.1959,-1.53884,8.38789,8.38789,2.95628,-1.06566,12,"2010",9,"Medium Drought"
-1.0036,0.587493,-0.920746,-1.12684,4.32699,4.32699,2,-1.06565,12,"2010",5,"Medium Drought"
-1.55309,1.84461,-1.14369,-1.54956,6.42623,6.42623,2.11184,-1.06444,12,"2010",7,"Medium Drought"
2.86116,1.65262,-1.84579,-1.78073,6.4327,6.4327,4.06323,-1.06404,12,"2015",7,"Medium Drought"
-0.524458,-0.0993227,-1.02737,-1.31924,28.3787,28.3787,1.27588,-1.06379,12,"2005",29,"Medium Drought"
1.47612,0.218041,-0.878543,-2.46063,8.48263,8.48263,3.84239,-1.0637,12,"2015",9,"Severe Drought"
1.84459,1.4297,-2.41724,-2.19291,17.1878,17.1878,3,-1.06224,12,"2015",18,"Severe Drought"
-0.994251,1.36562,-1.0113,-1.62979,11.5514,11.5514,2.77975,-1.06104,12,"2010",12,"Medium Drought"
-0.87493,1.16681,-0.874397,-1.12855,11.9111,11.9111,2,-1.06098,12,"2010",12,"Medium Drought"
-1.07124,1.43242,-0.543625,-1.93512,9.92939,9.92939,2.74648,-1.05944,12,"2010",10,"Medium Drought"
-0.861018,1.83611,-1.42765,-1.87673,15.8987,15.8987,4,-1.05833,12,"2010",16,"Medium Drought"
1.28403,0.957869,-1.63819,-1.03051,16.4376,16.4376,3,-1.05758,12,"2015",17,"Medium Drought"
-1.42977,1.33535,-1.24888,-1.10322,8.44737,8.44737,3,-1.05643,12,"2010",9,"Medium Drought"
1.50693,0.724868,-1.89999,-1.01969,5.57044,5.57044,2,-1.05614,12,"2015",6,"Medium Drought"
-1.331,1.38467,-0.811433,-1.87575,13.6066,13.6066,2.70612,-1.05532,12,"2010",14,"Medium Drought"
-1.38352,1.40352,-0.980523,-1.3246,5.19684,5.19684,2.88457,-1.05527,12,"2010",6,"Medium Drought"
2.19637,0.417722,-2.60113,-2.5403,10.2139,10.2139,5.81769,-1.05431,12,"2015",11,"Severe Drought"
-0.626148,2.37426,-1.86454,-1.65358,12.7169,12.7169,3.49837,-1.0542,12,"2010",13,"Medium Drought"
0.837752,0.719373,-1.3261,-1.301,12.0263,12.0263,2.55844,-1.05409,12,"2005",13,"Medium Drought"
0.971186,0.917618,-1.55052,-1.84346,18.5161,18.5161,2.5,-1.05316,12,"2005",19,"Medium Drought"
-1.54927,2.00599,-0.772892,-1.15425,8.72877,8.72877,2,-1.05283,12,"2010",9,"Medium Drought"
-1.37178,1.24882,-1.56722,-1.26313,16.5287,16.5287,4,-1.05279,12,"2010",17,"Medium Drought"
-1.02944,2.40678,-2.14747,-1.10529,11.204,11.204,3,-1.05199,12,"2010",12,"Medium Drought"
1.94604,0.890244,-1.37126,-1.30952,21.2441,21.2441,3,-1.05097,12,"2015",22,"Medium Drought"
-1.29354,1.80838,-1.19729,-1.5929,7.86321,7.86321,3,-1.05096,12,"2010",8,"Medium Drought"
1.67235,1.32758,-1.74069,-1.44231,13.8407,13.8407,2.67244,-1.0507,12,"2015",14,"Medium Drought"
-1.2418,1.68772,-0.851293,-1.97772,8.69386,8.69386,3.33333,-1.04924,12,"2010",9,"Medium Drought"
-1.51432,1.22182,-1.17558,-1.49627,5.2081,5.2081,2,-1.0492,12,"2010",6,"Medium Drought"
-0.396717,1.83479,-1.01776,-1.12831,23.3918,23.3918,2.80617,-1.04907,12,"2010",24,"Medium Drought"
-0.980862,1.31933,-1.16112,-1.80859,16.109,16.109,2.93636,-1.04871,12,"2010",17,"Medium Drought"
-0.407548,1.50175,-1.80307,-1.92829,12.5239,12.5239,3,-1.04836,12,"2005",13,"Medium Drought"
-1.22008,1.95595,-1.26424,-1.14657,9.00884,9.00884,2.32258,-1.04786,12,"2010",10,"Medium Drought"
-1.01277,1.55431,-0.572617,-1.9407,13.0598,13.0598,2.88896,-1.04765,12,"2005",14,"Medium Drought"
-1.01414,1.45045,-0.545368,-1.73215,16.9293,16.9293,2,-1.04758,12,"2010",17,"Medium Drought"
2.01868,0.749613,-1.76827,-1.99161,23.6721,23.6721,3.8838,-1.0475,12,"2015",24,"Medium Drought"
-1.15529,1.2038,-0.844841,-1.95308,15.6844,15.6844,2,-1.04681,12,"2010",16,"Medium Drought"
0.0438573,1.89014,-1.18734,-1.14915,46.8997,46.8997,1.54682,-1.04655,12,"2010",31,"Medium Drought"
0.517096,0.662358,-0.95918,-1.10147,8.85257,8.85257,2.64987,-1.04466,12,"2015",9,"Medium Drought"
-0.441494,0.14118,-1.46387,-1.10911,17.853,17.853,2,-1.04406,12,"2005",18,"Medium Drought"
1.00195,0.956643,-1.06574,-1.07187,10.4261,10.4261,2.53333,-1.04395,12,"2005",11,"Medium Drought"
-0.808504,1.62861,-0.718994,-1.0399,15.254,15.254,3,-1.04378,12,"2010",16,"Medium Drought"
-1.09951,2.70988,-1.19749,-1.89486,2.18243,2.18243,2,-1.04288,12,"2010",3,"Medium Drought"
2.1902,2.07777,-2.17672,-1.33169,27.3369,27.3369,4.83115,-1.04259,12,"2015",28,"Medium Drought"
2.78176,1.52828,-2.32219,-2.98721,4.73839,4.73839,6.05319,-1.04136,12,"2015",5,"Severe Drought"
0.213097,1.48634,-1.69275,-1.53335,15.7756,15.7756,3,-1.04132,12,"2005",16,"Medium Drought"
-0.962046,-0.00799737,-0.947942,-1.63403,19.6841,19.6841,2,-1.04116,12,"2005",20,"Medium Drought"
-1.06153,1.26818,-1.01422,-1.55565,17.7502,17.7502,2.64195,-1.03836,12,"2010",18,"Medium Drought"
-0.945778,2.12428,-0.656497,-1.43659,5.75265,5.75265,3,-1.03833,12,"2010",6,"Medium Drought"
-0.93127,0.0318592,-0.966771,-1.02122,6.93803,6.93803,2,-1.03812,12,"2015",7,"Medium Drought"
1.25453,0.824284,-1.79444,-1.15205,15.6052,15.6052,3,-1.03745,12,"2015",16,"Medium Drought"
-0.427329,0.196441,-1.4659,-1.35327,12.5654,12.5654,2.17533,-1.03712,12,"2015",13,"Medium Drought"
2.78446,2.01899,-2.30908,-1.37819,13.3353,13.3353,4.00282,-1.03622,12,"2015",14,"Medium Drought"
1.38888,1.12302,-1.0036,-1.5421,27.9364,27.9364,4,-1.03615,12,"2015",28,"Medium Drought"
1.71177,-0.10814,-0.780373,-2.21635,4.83638,4.83638,4,-1.03586,12,"2015",5,"Severe Drought"
2.8316,1.99209,-1.81088,-1.42465,13.6346,13.6346,3.93454,-1.03568,12,"2015",14,"Medium Drought"
2.96505,1.64112,-2.02376,-3.11866,2.93474,2.93474,3.82666,-1.0353,12,"2015",3,"Severe Drought"
-1.04168,1.73232,-1.05907,-1.72202,19.9744,19.9744,3.12547,-1.03502,12,"2010",20,"Medium Drought"
2.03304,1.2496,-1.69539,-1.18679,9.87062,9.87062,3,-1.0349,12,"2015",10,"Medium Drought"
-1.10682,1.50386,-1.07296,-1.90495,12.3058,12.3058,2,-1.03435,12,"2005",13,"Medium Drought"
2.21187,0.697928,-2.71283,-2.36161,14.81,14.81,5.96081,-1.03426,12,"2015",15,"Severe Drought"
-1.28283,1.22405,-1.16857,-2.31108,13.0858,13.0858,3,-1.03418,12,"2010",14,"Severe Drought"
-0.771522,2.14563,-1.52355,-1.08067,12.2716,12.2716,3,-1.03366,12,"2010",13,"Medium Drought"
0.176715,1.42926,-1.64326,-1.54229,37.3088,37.3088,3,-1.03358,12,"2005",31,"Medium Drought"
-0.754992,2.47418,-1.17646,-1.53462,12.8034,12.8034,2.85724,-1.03343,12,"2010",13,"Medium Drought"
-0.724728,2.38195,-1.29679,-1.34966,11.3339,11.3339,2.44379,-1.03255,12,"2010",12,"Medium Drought"
1.73985,1.18852,-2.2641,-2.60175,28.2575,28.2575,3.16667,-1.03241,12,"2015",29,"Severe Drought"
-0.55492,1.72968,-1.50346,-1.3605,13.5581,13.5581,1.47138,-1.03237,12,"2010",14,"Medium Drought"
2.00245,-0.0118755,-2.03859,-1.76092,20.6661,20.6661,2.96449,-1.03161,12,"2015",21,"Medium Drought"
2.56802,1.19806,-1.14598,-1.61915,4.46561,4.46561,3.20028,-1.03161,12,"2015",5,"Medium Drought"
1.46058,1.88497,-1.33766,-2.86402,4.67669,4.67669,3.9234,-1.03115,12,"2015",5,"Severe Drought"
1.7523,1.24421,-1.00853,-1.56923,13.6797,13.6797,4.35425,-1.02826,12,"2015",14,"Medium Drought"
1.96517,1.43518,-0.961967,-1.25203,4.74217,4.74217,3.38705,-1.02793,12,"2015",5,"Medium Drought"
-0.621755,0.0126589,-0.641677,-1.1413,24.8428,24.8428,2,-1.02767,12,"2005",25,"Medium Drought"
-1.28957,1.7431,-0.863055,-1.11591,9.21176,9.21176,2,-1.02699,12,"2010",10,"Medium Drought"
-0.713449,1.95287,-0.253793,-1.24051,9.87775,9.87775,2,-1.02673,12,"2010",10,"Medium Drought"
-0.118703,1.584,-0.729993,-1.10859,18.8234,18.8234,2,-1.02606,12,"2010",19,"Medium Drought"
-1.43428,1.57541,-1.39899,-1.00022,8.20785,8.20785,3,-1.02426,12,"2010",9,"Medium Drought"
-1.2938,1.24264,-1.71297,-2.0452,10.578,10.578,3,-1.02384,12,"2010",11,"Severe Drought"
-1.27789,2.46242,0.0798485,-1.68362,5.14787,5.14787,3.09474,-1.02215,12,"2010",6,"Medium Drought"
-1.32156,1.6338,-0.913857,-1.81904,13.367,13.367,2.74054,-1.02152,12,"2010",14,"Medium Drought"
-0.664753,1.95797,-1.64777,-1.61113,7.36994,7.36994,4.91406,-1.02122,12,"2010",8,"Medium Drought"
2.86689,1.5891,-2.33483,-2.73854,3.29307,3.29307,5.19651,-1.02113,12,"2015",4,"Severe Drought"
-1.46807,1.28767,-1.02693,-1.39252,5.29867,5.29867,2.57143,-1.02052,12,"2010",6,"Medium Drought"
-0.846457,1.82004,-0.807718,-1.15783,19.726,19.726,2,-1.01957,12,"2010",20,"Medium Drought"
-0.484035,1.79624,-1.35268,-1.40394,9.46787,9.46787,1.83449,-1.01919,12,"2010",10,"Medium Drought"
-0.611043,2.38627,-1.65317,-1.23436,18.1853,18.1853,3.29963,-1.018,12,"2010",19,"Medium Drought"
-0.578786,1.53356,-0.902135,-1.65574,12.7709,12.7709,3.17805,-1.01659,12,"2005",13,"Medium Drought"
-0.48117,0.248116,-1.11019,-1.69159,16.5465,16.5465,2.17226,-1.0152,12,"2005",17,"Medium Drought"
-0.157932,1.6892,-0.979895,-1.22526,10.5881,10.5881,1.89286,-1.01496,12,"2010",11,"Medium Drought"
-0.185621,0.565809,-0.955885,-1.12913,11.4648,11.4648,3,-1.01472,12,"2005",12,"Medium Drought"
1.44884,0.437139,-1.95898,-2.75855,47.3511,47.3511,5.32188,-1.01459,12,"2015",31,"Severe Drought"
0.11241,1.63576,-1.11603,-1.10967,52.9,52.9,1,-1.01448,12,"2010",31,"Medium Drought"
-1.61786,1.4356,-0.28936,-1.21188,18.977,18.977,3.45014,-1.01394,12,"2010",19,"Medium Drought"
2.08797,0.339258,-1.64536,-1.64599,21.3189,21.3189,2.61812,-1.01371,12,"2015",22,"Medium Drought"
-1.09954,1.15718,-1.07371,-1.64317,9.55093,9.55093,2.50633,-1.01362,12,"2005",10,"Medium Drought"
-1.0378,2.20358,0.00446624,-1.04092,7.77175,7.77175,3,-1.0136,12,"2010",8,"Medium Drought"
2.64445,2.26529,-1.21127,-1.71045,37.4807,37.4807,2,-1.01353,12,"2015",31,"Medium Drought"
2.06931,1.11239,-1.64757,-1.24989,5.1936,5.1936,3.39008,-1.01338,12,"2015",6,"Medium Drought"
-0.839244,0.145871,-0.82585,-1.68838,26.0471,26.0471,2.62155,-1.01335,12,"2005",27,"Medium Drought"
2.82834,1.683,-2.0687,-2.06375,5.63288,5.63288,4.42704,-1.01326,12,"2015",6,"Severe Drought"
0.490662,-0.091689,-1.91772,-1.64411,4.49088,4.49088,3,-1.01306,12,"2015",5,"Medium Drought"
-1.17711,1.41265,-1.55791,-1.85186,11.7928,11.7928,3,-1.01265,12,"2010",12,"Medium Drought"
-1.23663,1.15865,-1.36711,-1.8613,13.0612,13.0612,2,-1.01257,12,"2010",14,"Medium Drought"
1.72842,1.52751,-1.62046,-1.23184,13.4479,13.4479,3,-1.01254,12,"2015",14,"Medium Drought"
-0.632886,1.6494,-1.48651,-1.41815,24.7052,24.7052,1.15436,-1.01234,12,"2010",25,"Medium Drought"
-0.261167,0.30226,-1.22546,-1.2018,24.445,24.445,3,-1.01209,12,"2005",25,"Medium Drought"
0.802115,1.06954,-1.07602,-1.01615,9.5827,9.5827,1,-1.01202,12,"2015",10,"Medium Drought"
2.17162,1.66061,-1.61672,-1.27333,12.0394,12.0394,4.07957,-1.01179,12,"2015",13,"Medium Drought"
1.53135,0.812828,-2.12506,-1.2724,26.3095,26.3095,3,-1.01171,12,"2015",27,"Medium Drought"
-0.336946,1.39879,-1.40478,-2.46402,9.90668,9.90668,3.50294,-1.01134,12,"2005",10,"Severe Drought"
1.92116,1.05057,-1.20661,-1.37824,5.49351,5.49351,3.70423,-1.01083,12,"2015",6,"Medium Drought"
-0.555829,2.26161,-1.61778,-1.61626,9.02182,9.02182,3.48432,-1.01037,12,"2010",10,"Medium Drought"
1.69337,0.450913,-1.96565,-1.50316,54.5018,54.5018,4,-1.00988,12,"2015",31,"Medium Drought"
2.26292,-0.341109,-2.75404,-2.37482,17.5165,17.5165,4.95575,-1.00986,12,"2015",18,"Severe Drought"
-1.31178,1.39555,-0.675778,-1.88211,12.708,12.708,3.50783,-1.00976,12,"2010",13,"Medium Drought"
2.33755,1.60115,-2.51912,-1.34909,23.7096,23.7096,3,-1.00926,12,"2015",24,"Medium Drought"
2.43601,1.84925,-1.89437,-1.31064,14.8849,14.8849,4.19222,-1.00883,12,"2015",15,"Medium Drought"
2.18815,1.08315,-0.814682,-1.51207,4.94943,4.94943,3.6932,-1.00882,12,"2015",5,"Medium Drought"
-0.712413,1.55317,-0.930482,-1.06641,9.79121,9.79121,4,-1.00876,12,"2010",10,"Medium Drought"
0.163314,1.20762,-1.098,-1.26245,22.2352,22.2352,2,-1.00875,12,"2005",23,"Medium Drought"
-0.76959,2.08762,-1.39966,-2.26085,8.56867,8.56867,4.58761,-1.00792,12,"2010",9,"Severe Drought"
-0.537596,1.40563,-0.930552,-1.46077,22.4635,22.4635,3,-1.00724,12,"2010",23,"Medium Drought"
-0.649112,1.78184,-0.441021,-1.63506,10.4188,10.4188,2.46166,-1.00706,12,"2010",11,"Medium Drought"
1.47423,1.43201,-0.499376,-1.11349,4.39045,4.39045,1,-1.00514,12,"2015",5,"Medium Drought"
-1.55461,1.15767,-0.808065,-1.179,2.25327,2.25327,2,-1.00375,12,"2010",3,"Medium Drought"
-1.78094,2.152,-1.02684,-1.46179,10.9649,10.9649,2.64907,-1.00367,12,"2010",11,"Medium Drought"
-1.35659,1.66956,-1.03787,-1.48229,8.14314,8.14314,2,-1.00271,12,"2010",9,"Medium Drought"
-1.15744,1.76784,-1.28769,-1.22105,31.1892,31.1892,2,-1.0017,12,"2010",31,"Medium Drought"
2.02199,1.71281,-1.7196,-1.54968,6.40125,6.40125,3.27382,-1.00062,12,"2015",7,"Medium Drought"
-1.23193,1.6663,-0.968568,-1.28861,7.18332,7.18332,3.90741,-1.00014,12,"2010",8,"Medium Drought"
2.14947,1.85771,-1.36722,-1.12904,22.2351,22.2351,1.85345,-1.0001,12,"2015",23,"Medium Drought"
2.05176,-0.554157,-2.23893,-1.84412,20.8041,20.8041,3.36494,-0.999991,12,"2015",21,"Medium Drought"
0.159945,0.642729,-0.953067,-1.4109,13.9585,13.9585,4,-0.999531,12,"2005",14,"Medium Drought"
1.85565,1.78601,-1.65081,-1.44036,5.16865,5.16865,3.10216,-0.999237,12,"2015",6,"Medium Drought"
2.18644,1.57781,-1.10678,-2.05922,6.67531,6.67531,4,-0.99906,12,"2015",7,"Severe Drought"
-1.46055,1.21024,-0.706646,-1.11755,12.6586,12.6586,3,-0.998803,12,"2005",13,"Medium Drought"
1.76086,0.611439,-1.27773,-1.18369,4.88833,4.88833,1.18302,-0.998039,12,"2015",5,"Medium Drought"
0.267329,0.902227,-1.09813,-1.04294,27.6101,27.6101,3,-0.996946,12,"2005",28,"Medium Drought"
1.95753,1.13792,-0.625684,-1.08901,6.66639,6.66639,2.4287,-0.996484,12,"2015",7,"Medium Drought"
-1.42681,1.74492,0.360894,-1.90937,9.24113,9.24113,3.00878,-0.996248,12,"2010",10,"Medium Drought"
2.30103,1.67098,-2.14431,-1.82139,18.1485,18.1485,5.11,-0.996134,12,"2015",19,"Medium Drought"
-0.434493,1.77296,-1.16126,-1.70731,11.6397,11.6397,2.23066,-0.996065,12,"2010",12,"Medium Drought"
2.51739,1.61156,-2.08242,-1.44925,5.21603,5.21603,3.19614,-0.995794,12,"2015",6,"Medium Drought"
-0.983357,1.78186,-0.983991,-1.08206,8.29638,8.29638,2,-0.995619,12,"2010",9,"Medium Drought"
1.43992,1.63283,-1.11856,-1.61915,16.8898,16.8898,3.28405,-0.994928,12,"2015",17,"Medium Drought"
1.49118,1.3629,-1.44416,-1.45371,24.6944,24.6944,2.39925,-0.994657,12,"2015",25,"Medium Drought"
0.535026,0.368455,-0.869461,-1.70176,22.7179,22.7179,3,-0.994611,12,"2005",23,"Medium Drought"
-1.22887,1.69968,-0.055243,-1.6731,24.5483,24.5483,3.27329,-0.994518,12,"2010",25,"Medium Drought"
1.3258,1.0115,-0.847517,-1.52324,19.0709,19.0709,3.57982,-0.994434,12,"2015",20,"Medium Drought"
-1.2696,1.80108,-0.0266964,-1.62094,5.01335,5.01335,3.47337,-0.993893,12,"2010",6,"Medium Drought"
2.67128,1.50785,-1.68498,-1.24231,22.7135,22.7135,4,-0.993584,12,"2015",23,"Medium Drought"
1.29991,0.287868,-2.48361,-1.56027,52.7037,52.7037,4.70126,-0.992833,12,"2015",31,"Medium Drought"
-1.03989,2.00179,-1.39485,-1.24559,6.69735,6.69735,2,-0.991943,12,"2010",7,"Medium Drought"
0.111811,0.632261,-0.99351,-1.54417,17.6098,17.6098,4,-0.990983,12,"2005",18,"Medium Drought"
2.72504,1.79551,-1.86968,-2.65581,4.64795,4.64795,4.04147,-0.990906,12,"2015",5,"Severe Drought"
-1.06315,2.20776,-1.39086,-1.49095,9.55573,9.55573,2,-0.99012,12,"2010",10,"Medium Drought"
2.10971,1.99504,-1.94593,-1.45262,29.8039,29.8039,2.65125,-0.989618,12,"2015",30,"Medium Drought"
2.83211,2.00459,-2.58791,-1.24169,20.5226,20.5226,4,-0.988753,12,"2015",21,"Medium Drought"
-0.55786,1.85719,-1.17014,-1.1098,29.8502,29.8502,3,-0.988589,12,"2010",30,"Medium Drought"
2.46114,1.33527,-2.32617,-1.02069,29.3944,29.3944,2,-0.988184,12,"2015",30,"Medium Drought"
1.85364,1.22131,-0.552291,-1.22644,6.45648,6.45648,2.14853,-0.988176,12,"2015",7,"Medium Drought"
1.4953,0.705916,-1.79065,-2.02666,18.5123,18.5123,3.75,-0.986736,12,"2015",19,"Severe Drought"
-1.01118,2.2036,-2.11008,-1.71482,7.3651,7.3651,3,-0.98644,12,"2010",8,"Medium Drought"
2.16839,0.511642,-1.95568,-1.52219,5.90564,5.90564,3.89474,-0.985309,12,"2015",6,"Medium Drought"
-0.450903,1.65498,-0.867783,-1.34894,24.3082,24.3082,2.31514,-0.985297,12,"2010",25,"Medium Drought"
1.41671,0.830928,-1.49671,-1.66937,10.7613,10.7613,2.28571,-0.984245,12,"2015",11,"Medium Drought"
-1.04705,1.21172,-1.53288,-1.8488,8.92661,8.92661,3.43902,-0.982983,12,"2010",9,"Medium Drought"
-1.23262,1.58844,-1.30666,-1.08704,8.26416,8.26416,2,-0.982879,12,"2010",9,"Medium Drought"
2.32867,0.0576427,-1.77635,-1.36731,20.0323,20.0323,2.08343,-0.982797,12,"2015",21,"Medium Drought"
-1.43428,1.57541,-1.39899,-1.00022,5.14871,5.14871,3,-0.982642,12,"2010",6,"Medium Drought"
-1.53095,1.64486,-0.346325,-1.18112,19.9474,19.9474,3,-0.982547,12,"2010",20,"Medium Drought"
0.231243,1.41661,-0.758753,-1.30088,39.281,39.281,2,-0.982463,12,"2010",31,"Medium Drought"
-0.795338,1.08425,-0.734038,-1.29772,14.8399,14.8399,2,-0.980844,12,"2010",15,"Medium Drought"
-0.907818,-0.0557249,-1.31775,-1.12726,37.7809,37.7809,1,-0.980275,12,"2005",31,"Medium Drought"
2.02332,0.844343,-2.02119,-1.92249,21.3422,21.3422,4.66777,-0.979987,12,"2015",22,"Medium Drought"
-1.2905,2.08636,-0.849588,-1.26556,8.78605,8.78605,2.26991,-0.979857,12,"2010",9,"Medium Drought"
1.05859,0.379531,-1.58322,-1.0195,4.61123,4.61123,3.30075,-0.979629,12,"2015",5,"Medium Drought"
-0.794617,1.85828,-1.17261,-1.27496,56.1929,56.1929,3,-0.979548,12,"2010",31,"Medium Drought"
-0.541372,1.59648,-1.24742,-1.38117,11.52,11.52,3,-0.979253,12,"2005",12,"Medium Drought"
2.19646,1.59478,-0.937683,-1.46488,7.18271,7.18271,4.47612,-0.977981,12,"2015",8,"Medium Drought"
-0.169828,1.82652,-1.04382,-1.18606,37.1391,37.1391,2.84211,-0.977909,12,"2010",31,"Medium Drought"
2.98016,1.68181,-1.69211,-1.74886,4.86183,4.86183,3.40269,-0.977811,12,"2015",5,"Medium Drought"
-0.0490496,0.598658,-0.855694,-1.03371,5.27143,5.27143,2,-0.97653,12,"2010",6,"Medium Drought"
-1.65672,2.67359,-1.12214,-1.26651,4.37258,4.37258,1,-0.976288,12,"2010",5,"Medium Drought"
1.1589,0.672936,-1.36539,-1.1243,28.7642,28.7642,2.85714,-0.975987,12,"2015",29,"Medium Drought"
2.61986,1.97825,-1.56511,-1.92269,10.7013,10.7013,4.52889,-0.975884,12,"2015",11,"Medium Drought"
-0.601965,1.79007,-0.636859,-1.48476,12.5933,12.5933,2.80245,-0.975746,12,"2010",13,"Medium Drought"
-0.565288,2.22027,-0.963644,-1.64532,5.18774,5.18774,2.52875,-0.975692,12,"2010",6,"Medium Drought"
-0.540046,2.49041,-1.90131,-1.47674,13.8149,13.8149,3.23063,-0.975471,12,"2010",14,"Medium Drought"
-1.23983,0.865707,-1.47246,-1.5292,3.65701,3.65701,2.4084,-0.975441,12,"2010",4,"Medium Drought"
-1.3153,2.32836,0.00499412,-1.3283,6.11879,6.11879,3,-0.975366,12,"2010",7,"Medium Drought"
2.1904,0.0539414,-1.72341,-1.41624,20.4336,20.4336,2.0277,-0.974261,12,"2015",21,"Medium Drought"
2.22873,1.44332,-1.91863,-1.93416,23.1203,23.1203,3.40941,-0.973835,12,"2015",24,"Medium Drought"
-1.5873,2.1145,-1.93611,-1.94015,7.90973,7.90973,2.79679,-0.973327,12,"2010",8,"Medium Drought"
-1.39703,1.62855,-0.525063,-1.60364,19.0273,19.0273,3,-0.973219,12,"2010",20,"Medium Drought"
2.46114,1.33528,-2.32617,-1.02069,27.4432,27.4432,2,-0.972939,12,"2015",28,"Medium Drought"
-1.87084,1.18824,-1.53902,-1.68736,8.85345,8.85345,3,-0.972904,12,"2005",9,"Medium Drought"
0.983786,0.901314,-1.58367,-1.52359,4.78334,4.78334,2,-0.972896,12,"2015",5,"Medium Drought"
1.91406,0.703367,-1.24365,-2.33431,10.4034,10.4034,3.82849,-0.971537,12,"2015",11,"Severe Drought"
2.07141,1.70521,-1.3181,-1.62635,5.26701,5.26701,3.50757,-0.971283,12,"2015",6,"Medium Drought"
-0.52649,1.80778,-0.516826,-1.71784,11.336,11.336,2.65279,-0.97124,12,"2010",12,"Medium Drought"
1.90923,0.278501,-1.60703,-1.9448,16.1766,16.1766,4,-0.970816,12,"2015",17,"Medium Drought"
0.721647,0.812748,-0.861896,-1.12229,15.9966,15.9966,2,-0.970486,12,"2005",16,"Medium Drought"
