"WTD","HAND","SoilFertility","SoilSand_content","TreeHeight","MCWD_STD","DrySeasonLength","Long","Lat","SegGeo_number","HAND_CLASS","EVI_anomaly_fit_mean","EVI_anomaly_fit_standardize"
17.8917,17.8917,-0.437267,0.32,34.3287,62.087,4,-58.5922,24.4933,12,17,-0.429311606310226,0.188971767317947
11.0042,11.0042,-0.333052,0.44,38.8958,63.0566,3,-54.591,13.4949,9,11,-0.34569614637962,0.448394755653101
57.3713,57.3713,-0.811141,0.37,34.561,80.5386,4.09006,-64.5906,13.1616,9,57,-0.057887281267657,1.34134249424905
6.77073,6.77073,-0.802933,0.41,31.0176,65.2793,4,-59.9244,22.8259,12,7,-0.373523413071395,0.362058655984802
38.6134,38.6134,-0.657113,0.38,36.0594,97.7405,6.23373,-58.9242,16.4932,9,39,0.00153737593896761,1.52571177435741
3.24974,3.24974,-0.596793,0.32,29.1199,12.1608,0,-64.2468,20.151,21,3,-0.471610390387394,0.0577367423913437
14.5039,14.5039,-0.407874,0.56,32.7978,93.092,5.89177,-55.9244,19.8284,12,15,-0.268366425272586,0.688315786445253
4.22123,4.22123,-0.70218,0.37,29.8381,63.9316,4,-64.9448,24.466,12,5,-0.324271718163432,0.514865587671824
24.3338,24.3338,-0.0922734,0.39,32.0723,87.6127,7,-46.2931,21.1111,12,25,-0.738983364642592,-0.771807172560593
4.76205,4.76205,-0.712186,0.47,31.73,20.4982,0,-65.9301,18.1518,21,5,-0.379757550909091,0.342716794217963
13.0598,13.0598,0.438103,0.4,36.144,60.4642,5,-69.5886,27.8273,12,13,-0.0494906757977337,1.36739356763532
34.5881,34.5881,-0.39556,0.43,35.5894,58.9729,3,-56.2587,13.1617,9,35,-0.365265130968563,0.387680571159451
4.94906,4.94906,-0.777991,0.55,24.3491,30.4369,1.5408,-68.5923,14.4949,21,5,-0.319620302741778,0.529296939118976
6.8609,6.8609,-0.679608,0.5,29.5118,20.2276,0,-66.5904,18.1583,21,7,-0.457293128640375,0.102157078418568
4.95358,4.95358,-0.704528,0.33,30.8604,81.0772,4,-64.9215,25.4911,12,5,-0.531682053280872,-0.128639919472641
15.6499,15.6499,-0.396186,0.35,33.7239,65.6784,4,-58.2688,24.4877,12,15,-0.448596342909104,0.129139482691525
11.2301,11.2301,-0.24043,0.39,31.9024,102.346,6,-62.2578,15.162,9,11,-0.586366013748526,-0.298300846414782
60.7678,60.7678,-0.564917,0.36,33.0269,98.6083,5.92125,-59.2582,15.828,9,61,-0.127175420967172,1.1263710491126
5.73991,5.73991,-0.790589,0.53,27.5949,23.7217,0,-65.9237,17.4748,21,5,-0.443129872642115,0.146099600515244
7.76313,7.76313,-0.115571,0.49,36.279,21.1394,0,-75.2619,18.8197,21,7,-0.426136256718639,0.198823518187247
3.9355,3.9355,-0.798856,0.33,31.8429,64.8968,4,-64.2562,24.8255,12,3,-0.621551667439526,-0.407466871867738
5.29679,5.29679,-0.842552,0.33,34.3721,64.3193,4,-63.5908,24.1587,12,5,-0.670319663777407,-0.558773093894033
5.40351,5.40351,-0.12822,0.29,34.3836,53.5826,4,-66.9217,25.4929,12,5,-0.97013223701862,-1.48896320174296
22.9366,22.9366,-0.56996,0.3,34.4863,94.4386,5.42318,-57.2585,16.1637,9,23,-0.263373875745262,0.703805531031538
4.11834,4.11834,-0.35164,0.5,22.4253,59.9639,4.85069,-56.5919,11.8284,9,5,-0.224526359172351,0.824332749886851
12.3116,12.3116,-0.365802,0.36,39.05,69.0562,4,-53.9257,14.4949,9,13,-0.260689796280351,0.712133080940297
11.1523,11.1523,-0.442009,0.53,27.7858,27.3103,0.679702,-75.2127,16.513,21,11,-0.510508425410268,-0.0629472135944751
3.63186,3.63186,-0.219237,0.43,22.6448,75.6327,3.50149,-49.6449,17.8873,12,3,-0.227063713110676,0.816460426494855
10.8478,10.8478,-0.560879,0.39,29.6618,101.669,5.31354,-63.5891,15.8314,9,11,-0.40077849599247,0.277497797686878
13.4773,13.4773,-0.467257,0.42,33.1586,75.9961,5.08188,-56.5945,20.8287,12,13,-0.425777859870729,0.199935470227837
22.1343,22.1343,0.140384,0.48,29.3784,62.3993,5,-61.8276,27.8013,12,23,-0.661601511814394,-0.531724399347809
34.4559,34.4559,-0.497277,0.39,32.4251,82.7165,3.91575,-61.2611,10.8284,9,35,-0.305074239791694,0.574427147362209
12.2453,12.2453,0.00967363,0.34,15.955,75.587,6,-49.2608,22.475,12,13,-1.15221656313722,-2.05389294140931
12.8224,12.8224,-0.461946,0.47,36.3106,58.4777,3,-55.9254,13.1617,9,13,-0.420453245880489,0.216455468733205
6.17161,6.17161,-0.847785,0.34,31.9411,57.0191,4,-61.5889,23.8269,12,7,-0.63327174217767,-0.443829248091035
14.6258,14.6258,-0.456808,0.38,36.105,77.9512,4.82937,-57.2585,13.4951,9,15,-0.256273659750247,0.725834462676241
3.3184,3.3184,-0.529257,0.35,32.5839,15.7279,0,-66.6261,19.4052,21,3,-0.364262654966068,0.390790825178475
8.69824,8.69824,-0.56915,0.4,34.0429,67.5251,4.57455,-50.9277,19.8298,12,9,-0.296898003773207,0.599794508649341
7.53418,7.53418,0.0282413,0.35,36.4097,69.243,4.07759,-66.914,26.492,12,7,-0.667574930382577,-0.550257360798012
10.5731,10.5731,-0.458488,0.39,33.13,99.945,7,-58.2584,13.8283,9,11,-0.374245598722089,0.359818022975172
13.8431,13.8431,-0.342901,0.35,32.0452,57.2399,4,-57.9254,24.8322,12,13,-0.576628223740558,-0.268088651376404
38.3981,38.3981,-0.407715,0.38,39.9162,63.037,3.32938,-54.9255,14.1616,9,39,0.0433289449674612,1.65537312805425
6.04364,6.04364,-0.652574,0.34,33.1888,50.3576,3.26975,-66.5876,23.1623,12,7,-0.460819805590257,0.091215309109514
9.01696,9.01696,-0.380146,0.47,32.3615,51.9837,3,-56.2588,12.4952,9,9,-0.531780448937913,-0.128945199087319
59.8664,59.8664,-0.358577,0.42,29.5931,37.7311,4,-67.2424,11.5081,9,59,-0.557796765507692,-0.209662695536021
9.24594,9.24594,-0.0782663,0.38,36.3975,46.4153,2.38797,-70.2568,23.1599,12,9,-0.545269123077038,-0.170794782367191
4.8595,4.8595,-0.835383,0.32,29.6591,75.2256,4,-59.9233,22.4959,12,5,-0.696980813490848,-0.6414912316266
14.187,14.187,0.0996485,0.51,19.951,46.1369,5,-51.293,27.4924,12,15,-0.566031407157202,-0.235211264501115
51.8254,51.8254,-0.81077,0.37,32.6937,68.9262,3.77312,-64.924,13.1617,9,51,-0.12576258771543,1.13075446606073
17.3306,17.3306,-0.167584,0.33,5.45902,79.2732,6.70492,-44.6481,19.779,12,17,-1.42707582517088,-2.90666360352784
19.8785,19.8785,-0.389917,0.37,29.5049,83.1092,5.6658,-62.5926,10.5001,9,19,-0.557299508296594,-0.208119919214739
15.4713,15.4713,-0.242335,0.39,34.6492,50.7272,4,-59.591,25.4925,12,15,-0.514654042933556,-0.0758092906227973
8.00492,8.00492,-0.335638,0.39,29.2416,22.8249,0,-75.6159,16.5755,21,9,-0.455379170108327,0.108095272651374
5.40974,5.40974,-0.54438,0.46,31.6922,22.6136,0,-74.25,18.1558,21,5,-0.354988384305982,0.41956491804677
8.6682,8.6682,-0.787838,0.53,30.3253,30.2791,1.41004,-69.5907,14.8278,21,9,-0.541846621142874,-0.160176223549475
5.42165,5.42165,-0.550517,0.37,32.8038,60.453,3.64475,-67.9278,23.5153,12,5,-0.314553651969048,0.545016588157599
4.78329,4.78329,-0.762649,0.39,32.9629,14.2739,0,-65.589,20.4953,21,5,-0.338910068021613,0.469449052647602
5.01573,5.01573,-0.847512,0.33,30.0701,79.3778,4.76365,-59.5932,21.4726,12,5,-0.668182940876501,-0.552143757158252
14.2036,14.2036,-0.475271,0.29,26.3916,74.5669,4,-51.6274,13.499,9,15,-0.78080407421012,-0.901558936879164
11.7729,11.7729,-0.0384178,0.34,34.2345,92.6278,6.19381,-52.9412,22.156,12,11,-0.800049230910134,-0.961268422017909
44.7672,44.7672,-0.0783131,0.46,19.0253,110.221,6.44765,-49.5975,23.7846,12,45,-1.20315887264814,-2.21194512669878
6.33311,6.33311,-0.799133,0.54,26.1807,19.2098,0,-69.2554,15.4879,21,7,-0.445708904067717,0.138097969716403
9.06885,9.06885,-0.566799,0.45,34.6069,90.1974,4.12313,-57.5916,13.1617,9,9,-0.38021683932264,0.341291818826458
10.7733,10.7733,-0.490604,0.43,30.9502,110.961,7,-58.5892,13.498,9,11,-0.462211803361031,0.0868965357421279
4.4134,4.4134,-0.701045,0.33,26.9187,57.7417,4,-64.9142,24.8239,12,5,-0.469166554353185,0.0653189197485188
4.71968,4.71968,-0.29797,0.25,21.1235,63.6715,4,-51.0602,14.2334,9,5,-0.91387614600583,-1.31442462652368
44.3501,44.3501,-0.00512197,0.37,25.0786,83.0684,7,-46.168,21.5071,12,45,-1.07984848651816,-1.82936577009238
15.1566,15.1566,-0.31029,0.37,34.5957,54.2923,4,-59.9247,25.16,12,15,-0.46275261142905,0.0852186397497168
13.2275,13.2275,-0.479907,0.33,30.7336,100.842,6.84553,-59.2582,15.4948,9,13,-0.562816392443299,-0.225236449732238
11.6869,11.6869,-0.0213929,0.44,25.0977,64.4397,6,-62.2159,30.5082,12,11,-0.746586655089572,-0.795396928935465
11.3212,11.3212,0.542316,0.22,36.9743,86.1014,5,-70.924,26.4923,12,11,-0.986766935276461,-1.54057355149986
4.36565,4.36565,-0.769679,0.31,29.5901,52.6254,4,-64.165,23.201,12,5,-0.665840172447583,-0.544875149327696
18.6604,18.6604,-0.351322,0.33,28.3164,69.1879,6.06416,-50.5792,21.1547,12,19,-0.717772553169731,-0.705999101877615
14.8615,14.8615,-0.29742,0.38,33.6766,39.9709,4.51257,-57.926,25.4963,12,15,-0.507542735001451,-0.0537459454441763
21.2059,21.2059,-0.23853,0.41,25.2871,75.6811,5,-51.264,25.4568,12,21,-0.877699286598501,-1.20218331392648
31.4449,31.4449,-0.0626641,0.37,30.0891,63.5256,4.30319,-51.2564,24.4905,12,31,-0.88629672065901,-1.22885747248331
10.6677,10.6677,-0.273524,0.39,21.2342,81.8983,5,-51.2587,17.179,12,11,-0.658600518682788,-0.522413601956745
27.0617,27.0617,-0.527598,0.32,33.9856,101.563,6,-58.2584,15.4947,9,27,-0.211938834446973,0.863386452189157
21.068,21.068,-0.346905,0.42,37.3498,57.7332,3,-54.2561,13.162,9,21,-0.265205157519869,0.698123847394965
5.1187,5.1187,-0.79202,0.33,32.7254,56.0495,4,-63.9256,23.4956,12,5,-0.619866397606339,-0.402238200798544
19.5942,19.5942,-0.196803,0.37,27.0422,108.608,6.48061,-54.2346,19.9016,12,19,-0.842043752353693,-1.09155945020378
16.4181,16.4181,-0.351303,0.4,41.1087,68.4707,3,-54.5921,13.8283,9,17,-0.0588047757683146,1.33849590146179
16.6656,16.6656,-0.345193,0.4,38.9512,56.4836,3.54375,-53.9257,13.1617,9,17,-0.184722568039016,0.94782687945868
4.38714,4.38714,-0.580653,0.38,33.4444,19.2416,0,-66.9152,20.4988,21,5,-0.274694492295677,0.668682502613796
9.04668,9.04668,-0.722018,0.52,29.8514,36.7354,2,-70.2537,14.4977,21,9,-0.527578497830933,-0.115908343057158
16.4906,16.4906,-0.426835,0.37,39.9613,71.3164,4,-54.2589,14.4949,9,17,-0.0431782460628532,1.38697833565355
31.7796,31.7796,-0.127312,0.41,30.1675,87.4685,7,-46.6021,21.1434,12,31,-0.867441518755955,-1.17035785019561
14.2287,14.2287,-0.55137,0.38,32.0541,58.6858,4,-60.5839,24.828,12,15,-0.375997743736685,0.354381866837776
24.1864,24.1864,-0.785871,0.49,28.0192,15.1247,0,-68.2533,15.1644,21,25,-0.67266618469857,-0.566053344102118
21.9104,21.9104,-0.42722,0.34,33.4246,59.5718,6,-50.5775,20.8094,12,21,-0.366215980487744,0.384730492024233
4.10865,4.10865,-0.855025,0.54,25.2898,27.1763,0.848341,-68.258,14.4931,21,5,-0.387646608950139,0.318240423294971
5.10623,5.10623,-0.753186,0.36,37.4355,37.8874,2.90514,-65.5868,22.1623,12,5,-0.411828168272392,0.243215393387953
7.18999,7.18999,-0.928165,0.44,32.1856,15.6185,0,-72.9208,18.4909,21,7,-0.475467100400382,0.0457710217274645
4.29489,4.29489,-0.747154,0.24,30.832,47.6662,2.82935,-64.5916,21.4922,12,5,-0.926513841110955,-1.35363398604357
4.41211,4.41211,-0.568187,0.34,33.185,20.3017,0,-66.9266,20.8278,21,5,-0.426737007665927,0.196959645093446
22.4368,22.4368,-0.267197,0.33,35.3525,48.5189,4.23562,-58.9249,25.4932,12,23,-0.463038951434011,0.0843302492555585
5.25048,5.25048,-0.202129,0.32,34.6945,25.5323,0.0749014,-70.9246,22.1603,21,5,-0.744614656375143,-0.789278660855436
16.054,16.054,0.0285305,0.34,31.8034,61.0296,5,-54.5918,24.4933,12,17,-0.919003461743668,-1.33033249298703
8.93196,8.93196,-0.609002,0.35,32.3158,57.8904,4,-60.922,24.8208,12,9,-0.426082574473876,0.198990071219048
5.08556,5.08556,-0.73491,0.26,31.6983,50.8698,3.03376,-63.9434,22.7225,12,5,-0.853125672955545,-1.12594190724475
5.3529,5.3529,-0.678394,0.27,32.5164,41.4007,3,-63.9304,22.1509,12,5,-0.781498764121228,-0.903714262375851
7.07262,7.07262,-0.69215,0.36,33.883,47.4385,3.94415,-65.9267,23.1625,12,7,-0.394070221087101,0.29831070386438
12.0287,12.0287,-0.483775,0.46,29.887,76.187,5,-56.9244,20.4992,12,13,-0.583593148015287,-0.289697830712114
8.77417,8.77417,-0.634728,0.53,27.758,43.0214,2,-70.2545,14.1596,21,9,-0.459274878115934,0.0960085578996599
7.45527,7.45527,-0.669182,0.5,27.0879,42.2392,2,-70.9236,14.4954,21,7,-0.468018373942346,0.0688812321913974
8.52499,8.52499,-0.442446,0.47,33.9346,58.9874,5,-65.9237,27.8254,12,9,-0.464237444868755,0.0806118370313186
24.1932,24.1932,0.0362038,0.33,32.1921,50.7199,4.01833,-53.5933,24.1593,12,25,-0.918682673749143,-1.32933722512352
6.7784,6.7784,-0.62742,0.48,25.8318,51.4322,2.50204,-71.5845,14.5013,21,7,-0.409513534943423,0.250396710043983
5.82415,5.82415,-0.506671,0.38,33.1303,38.4144,1.79502,-67.5916,21.824,21,5,-0.301408678107348,0.585799816565597
13.9612,13.9612,-0.764263,0.4,31.3513,61.4733,4,-59.2498,22.5007,12,13,-0.416767140970826,0.227891874773132
5.93554,5.93554,-0.454572,0.43,32.8643,19.3741,0,-67.5904,19.4938,21,5,-0.336455316959782,0.477065094664326
4.17801,4.17801,-0.762758,0.27,29.625,63.2488,4,-64.5646,24.1521,12,5,-0.821483626309574,-1.02777017794073
3.89905,3.89905,-0.372255,0.5,25.5232,59.2898,5.70697,-57.2602,11.8292,9,3,-0.242039345355621,0.769997448566898
29.4862,29.4862,-0.879017,0.38,29.4286,49.1885,2.26895,-72.9219,15.8319,21,29,-0.38060242363392,0.340095515722098
18.8392,18.8392,-0.469046,0.37,32.3844,95.261,6.18563,-58.9249,15.4947,9,19,-0.378825901306397,0.345607304229064
7.82052,7.82052,-0.175231,0.49,34.3584,16.8387,0,-75.9231,17.1719,21,7,-0.488294152928551,0.00597416716072382
10.095,10.095,-0.765149,0.41,31.9552,51.243,3.60792,-61.2483,24.1634,12,11,-0.393442445996158,0.300258421310772
6.0225,6.0225,-0.502555,0.41,33.956,33.0285,1.85302,-69.5911,20.8268,21,7,-0.284556146894656,0.638086008758241
5.25604,5.25604,-0.661101,0.35,34.5412,39.7162,1.88189,-65.9248,21.8292,12,5,-0.412068406552994,0.242470036814924
22.8936,22.8936,-0.173188,0.45,30.9517,51.5348,5,-58.925,27.4805,12,23,-0.829873452336534,-1.0538002176168
10.2602,10.2602,-0.226879,0.42,34.8011,57.753,3.60851,-60.258,10.1622,9,11,-0.518706580378293,-0.0883825800016559
7.40489,7.40489,-0.415245,0.43,26.6332,60.3353,5,-65.9316,28.5024,12,7,-0.403449103197205,0.269212046435893
22.4434,22.4434,-0.4819,0.4,34.1254,64.0841,4,-60.2569,24.8293,12,23,-0.267286977166162,0.691664851962009
4.71005,4.71005,-0.645676,0.4,32.6757,72.4676,5,-62.5883,25.4905,12,5,-0.26053543726147,0.712611990916848
18.8549,18.8549,-0.880028,0.37,33.0187,57.5941,1.6125,-65.5904,16.1613,9,19,-0.38520099713378,0.3258281101442
11.8004,11.8004,-0.26969,0.41,32.8187,109.717,6.58313,-58.9249,14.8282,9,11,-0.557229280440892,-0.207902032233004
29.3803,29.3803,-0.407121,0.37,30.6899,106.606,6.23768,-55.5846,17.4979,9,29,-0.450851143929341,0.122143800083829
9.18094,9.18094,-0.513954,0.48,35.9792,51.9705,3.33221,-59.2599,10.4893,9,9,-0.40995023306303,0.249041822666903
3.9444,3.9444,-0.717495,0.4,27.8886,26.0834,0,-64.2598,18.5005,21,3,-0.217872965596102,0.84497538278695
19.5815,19.5815,-0.447698,0.27,34.4858,67.0749,4,-57.5942,22.4947,12,19,-0.498473422792365,-0.0256077509359096
10.6583,10.6583,-0.532077,0.37,34.4527,67.9534,4.59823,-51.2585,19.8325,12,11,-0.325667835460828,0.51053403317631
9.11569,9.11569,-0.152423,0.29,38.009,42.4326,2.49517,-70.9222,23.4936,12,9,-0.861662041579792,-1.15242660588625
3.52712,3.52712,-0.839314,0.41,25.9131,84.5308,5.25,-63.6009,17.8746,12,3,-0.239812848133613,0.776905316601498
11.0484,11.0484,0.00556456,0.38,30.7638,65.3831,4.54375,-61.2578,9.16243,9,11,-0.71843805831762,-0.708063879543862
12.3644,12.3644,-0.455839,0.37,36.8293,60.3225,5.31875,-50.9209,20.4795,12,13,-0.263458860100707,0.70354186094625
19.2504,19.2504,0.0301573,0.33,30.1006,56.7509,4.68113,-54.2593,24.4934,12,19,-1.02429188920738,-1.65699742447715
11.0365,11.0365,-0.51979,0.4,37.1582,66.8564,5,-50.9251,20.1638,12,11,-0.219272883272686,0.840632037341216
11.8617,11.8617,-0.365739,0.39,35.9806,91.5157,4.38312,-56.9252,14.1616,9,11,-0.356408418832183,0.415159158625824
40.1187,40.1187,-0.732848,0.43,31.8506,66.0004,3.76875,-60.5911,11.8286,9,41,-0.332317967992075,0.489901517903265
14.9527,14.9527,-0.334098,0.4,33.0931,97.4481,6.32937,-58.5916,14.8282,9,15,-0.50290335545894,-0.0393519361791672
9.27997,9.27997,-0.712271,0.43,33.6275,56.7592,4,-61.261,24.4915,12,9,-0.360676666592515,0.401916612452434
9.79105,9.79105,-0.515633,0.5,30.9776,28.5163,1,-74.9287,16.5093,21,9,-0.520419714566459,-0.0936977022395993
16.4571,16.4571,-0.299456,0.34,35.0867,57.8174,4,-59.2584,25.16,12,17,-0.505924158471166,-0.0487241951520142
4.4494,4.4494,-0.247586,0.37,35.6956,14.7031,0,-71.9241,21.158,21,5,-0.454387444807528,0.111172171843873
5.47041,5.47041,-0.356354,0.33,34.9646,55.623,4,-66.2563,25.1603,12,5,-0.557889769339221,-0.209951246623607
11.3939,11.3939,0.229249,0.45,35.3077,22.6422,0,-76.2605,18.1617,21,11,-0.202660323718037,0.892173700176526
17.4766,17.4766,-0.695445,0.43,35.239,23.717,0.443151,-58.9258,11.8247,9,17,-0.261084845320935,0.710907412831407
8.65267,8.65267,-0.676982,0.58,27.7249,50.5258,2.43225,-71.9166,14.8246,21,9,-0.277715479424587,0.659309672405672
9.64995,9.64995,-0.951064,0.5,33.4927,20.4602,0,-71.5895,17.8253,21,9,-0.623688890838892,-0.414097761436048
8.37562,8.37562,-0.85815,0.44,29.0195,62.841,1.06061,-65.2521,17.158,21,9,-0.476928627381477,0.0412365289759707
20.608,20.608,-0.492874,0.31,35.3121,71.4832,4,-57.9211,22.4922,12,21,-0.29328486200589,0.611004541283662
7.51251,7.51251,0.126744,0.3,34.3077,69.9956,4.15281,-67.591,26.1625,12,7,-0.989888578905102,-1.55025867574999
17.3223,17.3223,-0.300232,0.33,29.813,82.8894,6,-55.5886,16.1606,9,17,-0.743788471192479,-0.786715361805442
12.1922,12.1922,-0.518092,0.41,34.1006,85.8839,4.95188,-57.5916,13.4951,9,13,-0.339565845451976,0.467414455925792
43.1672,43.1672,-0.720359,0.37,31.1532,66.2824,4.72468,-60.5916,11.4944,9,43,-0.222056538849795,0.831995545370609
10.057,10.057,-0.394427,0.39,33.7594,108.573,6,-58.5916,15.1615,9,11,-0.397939922393097,0.286304676778013
5.2262,5.2262,-0.196323,0.47,20.2462,40.4904,5,-65.9024,29.7765,12,5,-0.365364349257376,0.387372739270436
3.85276,3.85276,-0.839403,0.29,31.2933,40.8488,2.39615,-61.925,22.493,12,3,-0.84600388664743,-1.10384605214966
13.9351,13.9351,-0.345263,0.41,35.1787,73.5168,5.70188,-56.5918,14.4949,9,13,-0.421977680893073,0.211725799281939
15.3133,15.3133,-0.409582,0.4,31.4383,80.7937,6,-47.9357,20.4999,12,15,-0.495063546062658,-0.0150283627245754
23.7175,23.7175,-0.675937,0.39,33.4192,74.1498,5,-57.2566,18.1628,9,23,-0.194116787396203,0.918680637116173
4.35741,4.35741,-0.699061,0.37,31.9611,79.0462,4.82414,-64.5915,26.1562,12,5,-0.346087479929053,0.447180615123181
4.40211,4.40211,-0.816733,0.39,30.3417,70.0842,4,-63.9281,24.8217,12,5,-0.359410472392041,0.405845071179711
13.3196,13.3196,0.0280966,0.43,23.313,63.5482,4.38359,-64.2867,34.4919,9,13,-0.816709883203833,-1.01295929604086
14.901,14.901,-0.303827,0.36,35.2774,89.1245,4.8862,-54.9278,15.8327,9,15,-0.45835904305618,0.0988500021519636
17.1094,17.1094,-0.332487,0.34,35.794,50.4827,4.01794,-58.5923,25.1613,12,17,-0.420521196824294,0.216244646034668
24.2755,24.2755,-0.828561,0.36,30.1912,55.6379,2,-63.2574,12.162,9,25,-0.405030517714935,0.264305593964942
26.173,26.173,-0.58464,0.37,33.5634,94.5919,6,-58.9255,12.8282,9,27,-0.168567295121182,0.997949777559015
5.31395,5.31395,0.180837,0.46,34.3174,23.4394,0,-76.2584,17.8366,21,5,-0.0708479643455505,1.30113104127466
24.2674,24.2674,-0.368901,0.33,35.7185,66.2296,4,-57.5921,22.8263,12,25,-0.280689547088225,0.650082413218768
7.54936,7.54936,-0.80248,0.4,29.9971,64.5829,3.24032,-59.5937,22.4906,12,7,-0.397479871946852,0.287732016430857
20.3591,20.3591,-0.301271,0.35,36.3357,91.4461,5.27629,-54.925,16.1633,9,21,-0.345260906192794,0.449745119688697
15.8461,15.8461,-0.265584,0.35,34.5027,80.3538,5.14578,-52.5913,19.8287,12,15,-0.551262195767639,-0.189388722148135
7.88244,7.88244,-0.43464,0.36,35.6981,61.3375,3.84871,-67.9229,24.1604,12,7,-0.367299436030325,0.381368993148093
21.0344,21.0344,-0.803322,0.36,30.1364,53.1523,2.0169,-62.9245,12.1622,9,21,-0.442955841645961,0.14663954421851
18.7533,18.7533,-0.278465,0.45,33.0363,44.7184,3,-73.9418,14.8249,21,19,-0.660622579283549,-0.528687190645723
11.2077,11.2077,-0.381412,0.36,37.6862,66.0574,3.825,-55.592,14.1616,9,11,-0.32227317049294,0.5210662258007
18.2498,18.2498,-0.153245,0.35,34.7865,87.601,6.05532,-52.9369,20.146,12,19,-0.629630992660781,-0.432533560424722
13.7697,13.7697,-0.220488,0.44,33.7813,62.0685,4.0875,-60.5911,10.1623,9,13,-0.628374986872951,-0.428636711981677
15.4365,15.4365,-0.378048,0.34,35.545,73.1496,4.78813,-56.5918,14.8282,9,15,-0.413073851778066,0.239350570568946
7.27622,7.27622,-0.744548,0.49,23.2089,8.80364,0,-68.9265,16.8245,21,7,-0.476361312104054,0.042996665495215
5.61098,5.61098,-0.10946,0.42,25.1263,65.11,4.15197,-59.5913,9.49578,9,5,-0.407177935986763,0.257643074070349
2.54938,2.54938,0.115747,0.33,32.3955,48.2372,4.26815,-73.9213,26.4951,12,3,-0.687891163226385,-0.613289936836312
3.86404,3.86404,-0.738436,0.49,27.2599,38.603,1.52332,-64.2534,18.1655,21,3,-0.33015403094404,0.496615288491099
14.8618,14.8618,-0.359876,0.33,38.4769,54.4216,3.89812,-53.5923,13.1617,9,15,-0.327103291986948,0.506080425889568
11.2947,11.2947,-0.698495,0.48,29.4716,14.6024,0,-66.9217,17.8224,21,11,-0.579108549284958,-0.275784040067758
11.5281,11.5281,-0.412728,0.46,33.8572,104.917,6,-55.9254,20.1575,12,11,-0.516670107430217,-0.082064275966827
7.6748,7.6748,-0.886268,0.46,32.0174,11.9878,0,-72.5835,18.8221,21,7,-0.507915267813389,-0.0549017553315582
4.10334,4.10334,-0.300495,0.48,18.5813,42.7747,5,-65.5954,29.4453,12,5,-0.258896867177959,0.717695772648288
6.47088,6.47088,0.0237143,0.31,25.4527,68.9304,5,-66.9849,30.4928,12,7,-0.917209470019126,-1.32476650441727
7.5718,7.5718,-0.718353,0.38,32.857,71.3204,4.81277,-64.9123,26.1712,12,7,-0.361206924669776,0.4002714485664
3.64825,3.64825,-0.816939,0.32,33.7379,69.5066,4,-63.9254,24.1616,12,3,-0.705691223198483,-0.668515905267736
9.7747,9.7747,-0.412,0.39,34.2706,86.4762,5.525,-57.2585,14.4949,9,9,-0.369640607375061,0.374105340386272
9.51986,9.51986,-0.894326,0.47,29.0245,6.1469,0,-69.6029,18.4848,21,9,-0.597302954851617,-0.332233494116106
6.86003,6.86003,-0.23027,0.52,38.093,21.3722,0,-74.9331,18.825,21,7,-0.288527877526182,0.625763428338928
24.7447,24.7447,-0.495007,0.39,36.02,62.4553,3.77688,-57.2585,12.8285,9,25,-0.0987411555330898,1.21459040610886
4.51464,4.51464,-0.588186,0.39,31.6108,12.4429,0,-66.5993,18.8077,21,5,-0.250533332831266,0.743644240492194
3.64437,3.64437,-0.385379,0.25,30.6029,33.7735,1.50803,-63.5836,20.4796,12,3,-0.91512800118138,-1.31830859739311
22.9811,22.9811,-0.367504,0.5,35.1732,55.9653,3,-56.5919,12.4951,9,23,-0.459576579481378,0.0950725076779297
21.6918,21.6918,-0.570872,0.32,34.2489,88.4329,5.79313,-56.9186,17.1624,9,21,-0.26693332004855,0.692762098647887
18.6405,18.6405,-0.146886,0.34,35.9554,50.3336,5,-56.2588,24.8278,12,19,-0.596950415381013,-0.33113971501059
7.14799,7.14799,-0.717228,0.31,33.1959,50.7533,3,-65.2617,23.4842,12,7,-0.633732642757649,-0.445259225345035
4.3146,4.3146,-0.700863,0.35,28.7687,61.1197,4.07752,-62.5923,25.1617,12,5,-0.396817349323928,0.289787540598533
54.6929,54.6929,-0.288272,0.37,29.7087,110.616,6,-63.2574,14.8282,9,55,-0.590233182641501,-0.31029901650731
7.25035,7.25035,-0.527277,0.38,33.0595,74.9991,5,-63.6091,26.497,12,7,-0.317722454321637,0.535185150568972
4.92331,4.92331,-0.725008,0.27,30.9409,43.5168,2.95859,-64.2599,22.1591,12,5,-0.80680296127498,-0.982222357033183
4.33454,4.33454,-0.672507,0.4,32.7342,22.1009,0,-66.2758,20.1508,21,5,-0.263754102318004,0.702625850696979
18.2204,18.2204,-0.522235,0.37,35.7891,81.1509,4.53407,-57.2602,15.4931,9,19,-0.179171652603392,0.965048994501763
15.4628,15.4628,-0.386859,0.36,38.5537,67.1273,4,-53.9257,14.8282,9,15,-0.197866472618029,0.90704696857725
5.6611,5.6611,-0.77744,0.31,31.9409,66.3969,3.97707,-63.5827,23.185,12,5,-0.697382824902895,-0.642738500994544
17.2733,17.2733,-0.347802,0.43,30.3625,51.4759,4.99529,-56.5896,26.1565,12,17,-0.661972851884249,-0.532876508666953
25.3285,25.3285,-0.306613,0.4,38.4383,58.6533,3.82279,-53.5924,13.495,9,25,-0.148569517557367,1.0599943231487
