"PAR_anomaly","VPD_anomaly","Pre_anomaly","MCWD_anomaly","WTD","HAND","Drought_Length","EVI_anomaly","SoilFertility","SoilSand_content","SoilClay_content","Tree_Height","WoodDensity","DrySeasonLength","MCWD_STD","SegGeo_number","year","HAND_CLASS","Drought_Condition","Long","Lat"
1.83151,0.0346596,-1.33958,-2.02379,6.59845,6.59845,3,-1.16536,-0.391014,0.397143,0.385714,21.5294,0.683918,3,61.5272,12,"2015",7,"Severe Drought",-48.7557,18.422
-1.24035,1.37739,-0.866546,-1.31773,12.9093,12.9093,1.80328,-1.16533,-0.626897,0.623866,0.295041,23.5,0.647742,5,53.8061,12,"2010",13,"Medium Drought",-57.4596,28.8827
1.33342,0.755032,-1.77454,-1.2264,103.929,103.929,2.08108,-1.16449,-0.126868,0.414054,0.380811,18.8649,0.655379,5,58.6071,12,"2015",41,"Medium Drought",-50.1687,25.4221
-0.275711,1.38214,-0.965318,-1.28117,12.1151,12.1151,1.34398,-1.16414,-0.753875,0.600762,0.29457,25.8673,0.649038,5,60.2155,12,"2010",13,"Medium Drought",-53.5759,28.7708
-0.48912,1.30391,-1.06603,-1.71309,14.097,14.097,1.17308,-1.16245,-0.547153,0.604679,0.298333,27.9423,0.648134,5.17308,50.7194,12,"2010",15,"Medium Drought",-54.892,29.0692
0.93488,1.04648,-1.91868,-1.17292,20.8111,20.8111,4,-1.16228,-0.0694934,0.41,0.37625,13.375,0.658826,5,52.9689,12,"2015",21,"Medium Drought",-49.165,24.6558
1.47989,1.58451,-1.91694,-1.31723,16.885,16.885,2.40763,-1.16223,0.012232,0.351365,0.453169,33.9932,0.670368,4.26312,52.5357,12,"2015",17,"Medium Drought",-54.9168,24.1626
-0.707905,-1.20772,-1.19329,-2.08313,9.71686,9.71686,2.17737,-1.16188,-0.159178,0.418277,0.408012,34.4873,0.628394,3,47.5272,21,"2015",10,"Severe Drought",-74.2298,14.8157
0.86462,0.721309,-1.60859,-2.96005,7.56235,7.56235,1,-1.16155,-0.684326,0.484644,0.342449,31.0472,0.616855,0,25.0516,21,"2015",8,"Severe Drought",-74.1432,17.4857
-0.757427,1.80644,-0.803804,-1.14597,18.2934,18.2934,2,-1.16114,-0.198625,0.563634,0.323918,18.8547,0.639717,5,65.9239,12,"2010",19,"Medium Drought",-60.2255,29.8291
2.30304,2.2852,-1.93035,-1.31273,14.2193,14.2193,3.85714,-1.16102,-0.0175213,0.344702,0.435714,36.333,0.674936,4,62.2268,12,"2015",15,"Medium Drought",-54.8967,23.1804
0.523335,0.319117,-1.68854,-2.34119,6.42348,6.42348,1,-1.16092,-0.699473,0.458053,0.320799,31.4928,0.620159,0,16.8595,21,"2015",7,"Severe Drought",-73.5981,18.8253
-1.02179,2.23705,-1.8674,-1.4262,7.68632,7.68632,2.20019,-1.16029,-0.243021,0.343051,0.375178,36.5525,0.636792,1.99326,44.6073,21,"2010",8,"Medium Drought",-71.6278,23.1432
-0.833358,1.66115,-1.06328,-1.33028,14.307,14.307,1.43026,-1.16019,0.0361995,0.424178,0.374434,35.5592,0.655957,5,53.1935,12,"2010",15,"Medium Drought",-60.9197,27.8298
-1.42108,2.03745,-0.786467,-1.40751,9.09909,9.09909,2.57702,-1.15895,0.166744,0.328603,0.404648,32.9817,0.645936,5,77.3716,12,"2010",10,"Medium Drought",-67.2437,26.7936
0.200399,-0.607562,-1.35186,-1.78178,19.9748,19.9748,2,-1.15829,-0.912326,0.47279,0.342,29.3298,0.663047,2,33.3688,21,"2015",20,"Medium Drought",-71.2135,15.5258
-1.36109,2.15112,-0.207199,-1.1316,6.97395,6.97395,2,-1.15787,-0.221076,0.33326,0.381542,31.0044,0.653571,4,50.545,12,"2010",7,"Medium Drought",-66.9018,25.1337
1.51396,1.06292,-0.5204,-1.69425,15.1092,15.1092,4,-1.15758,-0.338666,0.478451,0.387113,25.0352,0.693971,7.94366,108.174,9,"2015",16,"Medium Drought",-61.3318,14.1367
-0.575733,2.06217,-1.06551,-1.16339,6.9638,6.9638,2,-1.15731,-0.223011,0.364168,0.405946,36.1445,0.64652,5,61.9204,12,"2010",7,"Medium Drought",-66.2579,27.4297
2.7266,2.03148,-1.91878,-1.5372,9.19659,9.19659,3.66393,-1.1571,-0.740952,0.346438,0.45266,31.2128,0.676957,3.82823,58.2634,12,"2015",10,"Medium Drought",-60.2602,23.4979
-1.52892,2.03129,-1.46007,-1.89556,7.6802,7.6802,3.40773,-1.15705,-0.630255,0.384564,0.365436,32.5815,0.661587,3,54.2043,12,"2010",8,"Medium Drought",-66.9237,23.1612
0.67496,0.613285,-1.63319,-1.91867,7.66024,7.66024,1,-1.15578,-0.796141,0.496142,0.325809,32.7126,0.621876,0,19.6065,21,"2015",8,"Medium Drought",-73.5439,18.1376
2.85581,1.99877,-2.50625,-2.45481,5.29342,5.29342,5,-1.15552,-0.891027,0.293346,0.415531,26.3645,0.679651,3,54.9689,12,"2015",6,"Severe Drought",-60.5846,21.8253
-0.342704,-1.13015,-1.42413,-1.32812,4.10925,4.10925,2,-1.15505,-0.4314,0.363401,0.35,32.2284,0.662003,0.263959,21.6013,21,"2015",5,"Medium Drought",-69.1367,20.5114
-1.33101,2.08958,-1.02907,-1.26076,8.36038,8.36038,2,-1.15412,0.131442,0.313762,0.396539,33.9384,0.645936,4.658,75.9486,12,"2010",9,"Medium Drought",-67.218,26.5439
2.53336,1.92954,-2.14288,-1.52777,21.5145,21.5145,4.1986,-1.15299,-0.0905199,0.333245,0.460315,35.4385,0.678619,4,52.2042,12,"2015",22,"Medium Drought",-55.589,23.1481
2.38448,2.20643,-2.05477,-1.11835,24.0013,24.0013,3.57808,-1.15273,-0.0573468,0.31151,0.46061,34.6546,0.675187,4,56.5904,12,"2015",25,"Medium Drought",-55.3052,23.1403
-1.13063,1.95802,-1.09785,-1.25282,12.5161,12.5161,2,-1.15229,0.410746,0.330471,0.406706,35.4,0.620262,5,65.8395,12,"2010",13,"Medium Drought",-68.8782,27.3136
1.18543,0.917465,-2.30862,-2.21191,10.4612,10.4612,4.07519,-1.15207,-0.0109701,0.407218,0.381955,13.5639,0.661408,7,86.7376,12,"2015",11,"Severe Drought",-48.9824,23.875
-1.60661,2.39402,-1.19598,-1.06542,7.07144,7.07144,1.86207,-1.15173,-0.230361,0.357011,0.388161,32.1149,0.619555,2,30.6437,12,"2010",8,"Medium Drought",-74.5006,23.763
-2.0833,2.65165,-2.05959,-3.83501,9.14141,9.14141,1,-1.15136,-0.537826,0.496588,0.300052,36.1588,0.626892,0,5.79463,21,"2010",10,"Severe Drought",-74.3347,20.4922
1.29501,0.987937,-2.05682,-1.4318,16.9746,16.9746,3.7193,-1.15026,-0.0227925,0.367661,0.424678,26.6082,0.662634,5.88304,70.5197,12,"2015",17,"Medium Drought",-49.8728,22.8609
0.869411,0.184453,-2.61372,-2.31529,60.6087,60.6087,6.50657,-1.15004,-0.174403,0.339374,0.439612,27.5792,0.657424,5.28741,107.379,12,"2015",41,"Severe Drought",-50.593,23.4935
2.37559,0.450516,-2.22147,-1.8375,14.7334,14.7334,3.38129,-1.14999,-0.17232,0.40592,0.45944,19.8417,0.670051,5.76259,65.1154,12,"2015",15,"Medium Drought",-49.2772,21.8266
1.33062,1.28875,-2.46218,-1.73806,16.7675,16.7675,4.24433,-1.14966,0.0255345,0.348781,0.439942,31.7427,0.662976,4.09268,54.8246,12,"2015",17,"Medium Drought",-53.9251,24.4966
2.95472,2.26355,-1.98487,-1.34037,20.9351,20.9351,4.0143,-1.14948,-0.587954,0.37062,0.48622,32.4522,0.685201,3.96872,58.6847,12,"2015",21,"Medium Drought",-57.6301,21.833
1.63745,1.33894,-0.323115,-1.79421,66.6459,66.6459,4,-1.14919,-0.414465,0.440679,0.382867,27.9169,0.688471,7,95.9419,9,"2015",41,"Medium Drought",-61.2566,14.815
-1.16941,-0.43869,0.442653,-1.20898,40.5403,40.5403,2,-1.14692,0.0210994,0.41,0.404286,12.1429,0.646434,7,58.199,12,"2015",41,"Medium Drought",-49.2091,32.9592
1.00153,0.585908,-1.54199,-2.02054,6.70099,6.70099,1.16873,-1.14662,-1.02212,0.468362,0.347956,29.5978,0.647973,1.45673,32.0038,21,"2015",7,"Severe Drought",-71.9257,16.1713
2.34398,1.31276,-1.48289,-2.12155,16.3618,16.3618,4.73328,-1.14657,-0.2553,0.397935,0.42651,31.4629,0.679893,6,101.837,9,"2015",17,"Severe Drought",-62.5725,15.1558
1.70785,1.69201,-2.4066,-1.56682,13.9775,13.9775,3.40038,-1.14643,0.0359688,0.346295,0.444093,33.6735,0.667362,4.26798,54.8378,12,"2015",14,"Medium Drought",-54.2603,23.8269
0.21878,-1.1245,-1.51117,-2.42666,16.636,16.636,1.97594,-1.14615,-1.03624,0.466383,0.323887,28.2549,0.632697,1.46992,29.8137,21,"2015",17,"Severe Drought",-72.5944,17.1587
1.04776,1.11391,-1.04427,-1.5943,44.9142,44.9142,1.88889,-1.14612,-0.173023,0.442222,0.391111,14.4444,0.655747,6,72.2236,12,"2015",41,"Medium Drought",-46.8597,28.8394
-1.3412,2.3478,-1.62717,-1.22662,6.29358,6.29358,3,-1.14591,-0.223693,0.361502,0.364741,32.3383,0.645355,0,25.0495,21,"2010",7,"Medium Drought",-70.6029,21.4309
-0.481576,0.702385,0.0259558,-1.0143,6.94168,6.94168,3,-1.14586,0.267046,0.335625,0.38125,36.625,0.591602,5,57.023,12,"2015",7,"Medium Drought",-69.7523,28.7327
-0.424408,1.8758,-1.15546,-1.26236,36.5441,36.5441,2.96348,-1.14535,-0.155793,0.3992,0.376696,24.7635,0.656777,5,79.3738,12,"2010",37,"Medium Drought",-51.5876,25.1883
1.46679,1.19199,-2.1637,-1.82904,21.4608,21.4608,4.41973,-1.14492,0.0459139,0.356012,0.434845,30.0526,0.663103,4.21454,54.3111,12,"2015",22,"Medium Drought",-53.2513,23.8296
1.28599,1.17639,-0.137076,-1.12521,7.88673,7.88673,3,-1.14486,-0.334387,0.378571,0.415,22.6429,0.670051,6,72.0369,12,"2005",8,"Medium Drought",-49.233,21.4176
-1.56554,1.58994,-0.858177,-1.41587,15.0516,15.0516,3.39731,-1.14372,-0.586985,0.644007,0.277576,16.4646,0.636634,5.83502,64.3728,12,"2010",16,"Medium Drought",-58.5401,30.4552
-0.0594163,1.62247,-1.1684,-1.15481,27.1035,27.1035,1.25,-1.14371,-0.0774715,0.456389,0.355556,19.5,0.657243,5,60.6105,12,"2010",28,"Medium Drought",-49.5511,25.1862
0.854045,2.06873,-1.52507,-1.01669,5.44801,5.44801,1,-1.14363,-0.681717,0.492245,0.265232,30.2678,0.681252,0,16.1367,21,"2015",6,"Medium Drought",-65.8711,18.4449
0.545215,-0.341992,-1.35619,-2.38816,5.92274,5.92274,2,-1.14324,-0.922741,0.561603,0.263159,25.3612,0.697508,1,30.673,21,"2015",6,"Severe Drought",-67.8543,14.4938
-0.663929,1.0506,-1.17916,-1.93139,14.0568,14.0568,3,-1.14318,-0.64829,0.582756,0.315221,22.8913,0.649786,5.20733,59.6641,12,"2010",15,"Medium Drought",-52.2889,28.8444
-0.327579,1.59421,-0.857439,-1.59795,62.5847,62.5847,2.54808,-1.14262,0.0664339,0.377141,0.435024,28.8109,0.65954,5,67.3007,12,"2010",41,"Medium Drought",-52.2444,24.1285
0.0817596,1.02012,-1.2279,-1.37945,22.2357,22.2357,2,-1.14196,-0.199636,0.345937,0.531563,26.1875,0.675602,6.34375,93.6307,12,"2005",23,"Medium Drought",-52.1582,20.5049
0.474075,0.246364,-1.44884,-1.49839,16.9956,16.9956,2.84783,-1.14111,-0.577166,0.431449,0.43587,31.029,0.694536,5,85.8622,12,"2005",17,"Medium Drought",-57.2733,19.3125
-0.770634,0.658421,-0.852846,-1.09102,12.5324,12.5324,2,-1.14087,-0.311642,0.394314,0.434216,29.9118,0.664785,5,72.1032,12,"2005",13,"Medium Drought",-63.174,27.1836
-1.83757,1.14504,-0.283203,-1.14303,5.11875,5.11875,2.00435,-1.14044,-0.0941629,0.373783,0.353,25.5739,0.625788,6,67.7193,12,"2005",6,"Medium Drought",-63.6228,31.5943
0.972039,1.53762,-1.69634,-1.59388,2.97617,2.97617,3,-1.13913,-0.313458,0.506667,0.305,9.33333,0.663086,6,48.253,12,"2015",3,"Medium Drought",-47.2073,24.8655
1.7895,1.80122,-2.19931,-1.49757,22.4375,22.4375,3,-1.13881,-0.173041,0.386651,0.434857,28.9968,0.672249,6,69.0646,12,"2015",23,"Medium Drought",-48.3079,21.8137
1.22626,1.32398,-1.67934,-1.00839,22.2607,22.2607,2,-1.13823,0.0216853,0.359141,0.430308,31.6894,0.665754,5,65.4194,12,"2015",23,"Medium Drought",-54.8755,24.7311
-1.28029,2.22859,-1.54124,-1.4273,7.44111,7.44111,3,-1.13819,-0.593756,0.377912,0.364431,34.0838,0.657944,3.42736,50.0102,12,"2010",8,"Medium Drought",-66.9233,23.8296
-0.362241,1.7117,-1.12864,-1.42708,16.1544,16.1544,2,-1.13818,0.035099,0.377333,0.416933,31.8533,0.660832,5,51.9935,12,"2010",17,"Medium Drought",-54.911,25.3137
1.01465,0.519039,-2.16855,-2.59228,12.807,12.807,1.06901,-1.13798,-1.05045,0.525994,0.288058,31.4645,0.661415,0,25.9182,21,"2015",13,"Severe Drought",-70.592,17.16
2.65075,2.03781,-1.81101,-1.61765,5.3646,5.3646,3.90709,-1.13791,-0.871771,0.29423,0.394864,33.7703,0.677939,4,56.5488,12,"2015",6,"Medium Drought",-61.1917,23.1401
-0.887494,1.86576,-1.35453,-1.91566,5.14973,5.14973,3.67738,-1.13733,-0.24398,0.3108,0.386492,34.6151,0.617283,4,62.7566,12,"2010",6,"Medium Drought",-72.5852,25.4908
1.83456,1.81826,-1.03698,-2.02559,5.159,5.159,5.06597,-1.1372,-0.55741,0.464566,0.368663,29.0104,0.682842,5.4184,118.232,12,"2015",6,"Severe Drought",-60.616,16.5016
0.837411,0.0942043,-1.455,-1.74513,8.57701,8.57701,1,-1.13715,-0.216723,0.485738,0.328589,33.4765,0.605725,0,27.7372,21,"2015",9,"Medium Drought",-75.1779,18.1682
-1.1539,2.759,-2.57773,-3.32179,10.535,10.535,1.87095,-1.13714,0.0500415,0.48477,0.328331,37.1595,0.591082,0,15.525,21,"2010",11,"Severe Drought",-76.5898,19.162
0.922598,1.20427,-2.1691,-2.42022,16.4031,16.4031,3.66667,-1.13666,-0.218303,0.511667,0.351667,11,0.663086,7,80.2664,12,"2015",17,"Severe Drought",-46.7157,24.3766
2.61269,1.99138,-2.27348,-1.58996,6.09809,6.09809,4.4795,-1.13659,-0.770167,0.337547,0.44974,32.4558,0.676253,3.91009,58.6943,12,"2015",7,"Medium Drought",-60.5653,23.496
1.89932,0.422889,-3.06845,-2.70976,9.98278,9.98278,5.20988,-1.13638,-0.0924778,0.350055,0.456852,32.0309,0.667046,6,72.158,12,"2015",10,"Severe Drought",-51.2544,22.1621
0.00998772,1.06783,0.107304,-1.05884,12.3705,12.3705,3,-1.13606,-0.521249,0.373882,0.408706,37.9176,0.674102,6,56.9961,12,"2010",13,"Medium Drought",-50.6306,20.3148
-0.772163,2.07313,-1.10495,-1.39762,13.911,13.911,2.99203,-1.13553,0.578591,0.373851,0.377105,39.8592,0.592416,5,56.0372,12,"2010",14,"Medium Drought",-71.5859,27.7802
-0.949387,2.91831,-2.68606,-1.43341,8.4988,8.4988,2,-1.1351,0.0802248,0.452042,0.354973,33.7149,0.596285,0,23.9565,21,"2010",9,"Medium Drought",-75.9628,18.5486
-1.92618,2.31257,-1.52346,-1.17679,5.57447,5.57447,3,-1.13475,-0.0633295,0.352543,0.363391,34.5041,0.639709,3.10665,68.5714,12,"2010",6,"Medium Drought",-70.2465,24.2098
0.187065,-0.742242,-0.768654,-1.36556,7.49779,7.49779,2,-1.13461,-0.0955199,0.387447,0.375756,34.6098,0.605927,2,19.1016,12,"2015",8,"Medium Drought",-75.597,23.4366
1.0684,0.883428,-1.87129,-2.42877,5.83725,5.83725,1,-1.13444,-1.01868,0.484184,0.329585,34.1964,0.646672,1.20153,29.7075,21,"2015",6,"Severe Drought",-71.5907,16.4944
-1.57876,1.40509,-1.52303,-1.29981,3.70823,3.70823,4.15385,-1.13389,0.0325746,0.436827,0.329135,23.3654,0.616503,4.19231,57.4478,12,"2010",4,"Medium Drought",-63.9887,34.1022
-1.66972,1.35526,-1.29831,-1.12378,7.12019,7.12019,3,-1.13234,-0.457472,0.394396,0.363096,34.031,0.66151,2,44.6201,12,"2010",8,"Medium Drought",-68.0443,22.1782
2.8342,1.6633,-2.21454,-2.89552,4.28164,4.28164,5.94359,-1.13185,-0.882745,0.279888,0.452552,26.5402,0.679202,3.03248,56.8249,12,"2015",5,"Severe Drought",-60.5836,21.18
-1.02993,1.80976,-1.07698,-1.33637,25.9772,25.9772,2,-1.1314,-0.450958,0.401395,0.421395,30.2326,0.656027,5,57.1766,12,"2010",26,"Medium Drought",-63.9561,27.4028
-0.284883,0.793512,-0.446546,-1.17696,8.99901,8.99901,2,-1.13108,0.0661164,0.51,0.3325,7.875,0.6431,7,69.4828,12,"2010",9,"Medium Drought",-51.5396,33.1367
1.99819,-0.18832,-1.2767,-2.68005,4.99805,4.99805,3,-1.13094,-0.395269,0.348986,0.379106,24.3671,0.683408,3,61.5566,12,"2015",5,"Severe Drought",-49.6016,18.7275
-0.250545,0.596978,-0.913265,-1.02698,12.0185,12.0185,2,-1.13086,-0.0106024,0.332353,0.465882,33.8824,0.671462,5,91.661,12,"2005",13,"Medium Drought",-53.7549,22.7311
-1.11273,2.16773,-1.74221,-2.22776,5.33552,5.33552,2.31767,-1.13078,-0.267201,0.31731,0.401402,33.5227,0.640518,0.0186386,19.7196,21,"2010",6,"Severe Drought",-71.6023,21.8431
2.86836,1.94961,-1.49962,-1.41369,8.25449,8.25449,3.56112,-1.13023,-0.537835,0.380835,0.470911,30.1624,0.689679,5,79.1575,12,"2015",9,"Medium Drought",-57.2676,20.5098
-1.51253,1.4631,-1.23785,-1.57524,13.139,13.139,2.98893,-1.13021,-0.625056,0.626808,0.290609,17.3413,0.642438,5.81181,52.2625,12,"2010",14,"Medium Drought",-58.3036,30.1763
-0.80816,1.76844,-0.962267,-1.47594,15.4067,15.4067,3.59011,-1.12924,0.529392,0.323429,0.394671,37.853,0.605168,5,57.9342,12,"2010",16,"Medium Drought",-72.2528,27.1532
1.91995,1.54577,-1.70052,-1.83047,3.69268,3.69268,3.13819,-1.12885,-0.758365,0.300373,0.400539,29.3536,0.66751,3.81937,58.628,12,"2015",4,"Medium Drought",-64.6159,23.8598
-1.69088,-0.871005,0.110814,-1.05298,17.1844,17.1844,2,-1.12884,-0.754584,0.610937,0.278437,25.375,0.649475,5,56.6865,12,"2015",18,"Medium Drought",-53.1337,28.5959
0.0863085,1.84587,-1.46032,-2.18548,5.81585,5.81585,4.00176,-1.12796,-0.663524,0.288983,0.366616,29.5863,0.67256,3,37.3027,12,"2015",6,"Severe Drought",-64.6143,20.8467
2.77629,1.95493,-2.2546,-2.56586,3.23354,3.23354,4.48324,-1.12776,-0.852662,0.297107,0.429404,27.7059,0.67895,3,46.7506,12,"2015",4,"Severe Drought",-60.9591,21.7799
-0.274027,1.74187,-1.40321,-1.54172,11.1423,11.1423,1.75951,-1.12765,-0.198569,0.357078,0.444094,35.5099,0.661156,5,60.0674,12,"2010",12,"Medium Drought",-60.2081,26.4801
-1.41987,1.19776,-0.69352,-1.94672,13.2466,13.2466,2.08685,-1.12752,-0.675254,0.58662,0.318146,23.6244,0.645365,5.1831,50.8178,12,"2010",14,"Medium Drought",-54.8673,30.1453
2.08803,1.99084,-1.60653,-1.4771,18.6506,18.6506,1,-1.1273,-0.155137,0.341765,0.453088,34.9647,0.676016,4,54.1807,12,"2015",19,"Medium Drought",-55.4631,22.4946
-1.26281,2.05423,-0.832427,-1.27421,7.37406,7.37406,2.55493,-1.12674,0.0539328,0.35081,0.405556,35.7,0.645935,4.66972,68.6247,12,"2010",8,"Medium Drought",-66.9196,26.8196
2.05656,0.491694,-1.93291,-1.17926,18.1728,18.1728,2,-1.12576,-0.349444,0.313918,0.483918,34.6495,0.674103,7,79.3533,12,"2015",19,"Medium Drought",-51.3434,20.9027
2.81222,1.67388,-2.50275,-2.97955,4.01904,4.01904,5.82384,-1.12404,-0.826082,0.263766,0.430844,27.9241,0.678412,3,56.6113,12,"2015",5,"Severe Drought",-60.9057,21.17
-1.12551,2.84517,-2.6692,-2.22963,9.41349,9.41349,2,-1.12341,0.0559507,0.47156,0.333146,34.4649,0.596298,0,17.4414,21,"2010",10,"Severe Drought",-76.2565,18.8243
-0.894589,1.92802,-1.83215,-1.63975,7.68538,7.68538,4.92381,-1.12286,0.0339008,0.518762,0.322952,25.7905,0.648255,5,54.6842,12,"2010",8,"Medium Drought",-62.8739,29.2303
-0.219778,1.2715,-1.84104,-1.67452,5.40978,5.40978,3,-1.12204,-0.746852,0.531667,0.284167,31.6667,0.692389,0,16.9677,21,"2015",6,"Medium Drought",-66.7528,17.6111
0.16347,-0.754615,-1.50619,-1.54665,7.34511,7.34511,2,-1.12201,-0.976081,0.458777,0.351495,26.2537,0.648521,2,40.3447,21,"2015",8,"Medium Drought",-71.9327,15.8662
-1.1166,1.27068,-1.56918,-1.53559,4.41598,4.41598,1.52038,-1.12166,-0.583959,0.378652,0.340815,33.163,0.672743,0,17.6536,21,"2010",5,"Medium Drought",-66.4619,20.8152
-0.601214,1.84386,-1.15142,-1.70488,12.0509,12.0509,2.97836,-1.12045,0.484926,0.390567,0.379898,39.4042,0.577226,5,50.1817,12,"2010",13,"Medium Drought",-71.2566,28.4926
1.68259,0.895613,-2.45389,-2.49189,24.3879,24.3879,6.28898,-1.12038,0.0509817,0.369486,0.422824,27.7012,0.663105,4.08571,69.6123,12,"2015",25,"Severe Drought",-52.9239,23.4814
-0.72174,0.00473463,-1.37511,-1.12673,43.523,43.523,2,-1.12022,-0.175017,0.434992,0.348325,27.7939,0.655344,5,59.8268,12,"2005",41,"Medium Drought",-52.2468,25.8064
-0.732353,-1.12016,-1.41981,-1.0945,9.81071,9.81071,2,-1.11997,-0.0618108,0.378765,0.368571,37.7143,0.640481,3,44.3969,12,"2015",10,"Medium Drought",-70.2572,23.7306
0.82838,0.587302,-1.67584,-2.92176,6.49031,6.49031,1,-1.11975,-0.635987,0.462976,0.351134,32.7854,0.616855,0,24.3593,21,"2015",7,"Severe Drought",-74.1437,17.8247
1.86882,0.0947246,-1.55271,-1.36779,44.374,44.374,2.74052,-1.11948,-0.441107,0.44465,0.380219,34.5904,0.702482,4,52.9564,9,"2015",41,"Medium Drought",-55.3179,12.4428
0.895799,1.96858,-1.83637,-2.15499,4.86444,4.86444,1,-1.11915,-0.687723,0.493827,0.270977,31.8639,0.680748,0,15.7533,21,"2015",5,"Severe Drought",-65.5991,18.4969
0.140066,1.52171,-1.57297,-1.53699,13.4987,13.4987,1,-1.11901,-0.242055,0.395739,0.39487,36.6522,0.667311,5,40.2533,12,"2010",14,"Medium Drought",-60.0443,25.899
-1.14722,1.74215,-1.58817,-1.04315,45.1427,45.1427,2,-1.11894,-0.334151,0.394935,0.426623,28.9351,0.658966,5,62.258,12,"2010",41,"Medium Drought",-63.3401,27.4407
-0.533231,1.67449,-1.09521,-1.06281,31.5615,31.5615,2,-1.11882,-0.182663,0.453763,0.342473,23.2581,0.653396,5,56.1923,12,"2010",32,"Medium Drought",-51.0465,26.4635
1.29527,1.21494,-2.25977,-2.16007,23.7505,23.7505,4.48367,-1.11878,0.0420656,0.35632,0.430449,30.9476,0.662801,3.53401,49.7849,12,"2015",24,"Severe Drought",-52.9278,24.1609
-0.99573,2.90882,-2.65377,-1.5792,7.83853,7.83853,2,-1.11804,0.0237956,0.464465,0.339838,34.4026,0.596297,0,22.5836,21,"2010",8,"Medium Drought",-75.925,18.8231
0.997194,0.783692,-1.60502,-2.86071,5.3984,5.3984,1,-1.11787,-0.850777,0.479533,0.338117,32.9296,0.621019,0.91841,26.3312,21,"2015",6,"Severe Drought",-73.5944,17.1665
0.909006,0.741372,-1.63278,-2.6069,7.24568,7.24568,1,-1.11773,-0.748709,0.47071,0.350571,33.7278,0.616865,0.555235,28.4573,21,"2015",8,"Severe Drought",-73.9212,17.4768
2.39491,0.643169,-1.95107,-1.66659,16.8179,16.8179,3,-1.11764,-0.301096,0.417399,0.478844,20.2095,0.668249,6,77.6601,12,"2015",17,"Medium Drought",-49.8664,21.462
-0.651987,0.690205,-1.17119,-1.10105,65.528,65.528,3,-1.11756,0.06709,0.378437,0.436067,28.885,0.659659,5,67.8536,12,"2005",41,"Medium Drought",-52.2487,24.1201
1.75893,1.47614,-0.395157,-1.4879,8.25932,8.25932,4,-1.11711,-0.557386,0.466428,0.360345,27.2376,0.68402,6.80961,114.077,12,"2015",9,"Medium Drought",-60.9125,15.4876
1.86019,2.44604,-1.60272,-2.14534,46.569,46.569,2,-1.117,0.0735153,0.394,0.422,10.5,0.677767,7.9,85.4225,12,"2015",41,"Severe Drought",-45.3129,22.1078
-1.16733,1.43935,-0.554358,-1.88092,14.4178,14.4178,2.87179,-1.11691,-0.65027,0.611026,0.30641,19.7692,0.63757,5,57.2637,12,"2010",15,"Medium Drought",-57.0315,31.2767
-2.01997,2.15013,-1.50435,-1.1356,7.66781,7.66781,3,-1.11639,-0.148295,0.355426,0.372567,34.2332,0.6459,3.46525,64.2284,12,"2010",8,"Medium Drought",-68.9001,23.8138
-0.965165,-0.253375,-1.37472,-1.70323,5.4802,5.4802,2.99878,-1.11539,-0.393714,0.325732,0.382012,31.6061,0.624685,4,71.251,12,"2015",6,"Medium Drought",-72.6191,25.1855
0.667602,0.752556,-1.92473,-1.18075,4.08018,4.08018,1,-1.11483,-0.0618144,0.525703,0.313828,23.6016,0.633024,5,62.1461,12,"2015",5,"Medium Drought",-61.3434,30.4979
-1.0541,1.71324,-0.246251,-1.67194,10.256,10.256,3,-1.11439,0.229184,0.341721,0.386229,36.3842,0.608351,5,56.3892,12,"2005",11,"Medium Drought",-69.2582,28.4918
-0.941928,2.19815,-1.06252,-1.67574,6.7958,6.7958,3.19099,-1.11391,-0.244167,0.321917,0.392616,33.3389,0.616822,4,56.3683,12,"2010",7,"Medium Drought",-72.9276,25.4926
1.50337,0.442842,-1.47811,-2.40882,9.10413,9.10413,3.1439,-1.11332,-0.554195,0.438146,0.383976,23.6024,0.68398,3.09024,52.1978,12,"2015",10,"Severe Drought",-48.1861,19.1954
0.622434,-0.211448,-1.81545,-2.83165,8.95911,8.95911,1.48385,-1.11326,-0.946801,0.508374,0.324113,31.2808,0.627198,0,27.3161,21,"2015",9,"Severe Drought",-72.9212,17.4956
1.85206,0.317537,-2.57384,-2.22921,19.9386,19.9386,4.48568,-1.11306,-0.244202,0.327912,0.499472,35.9567,0.669117,7,93.3704,12,"2015",20,"Severe Drought",-51.595,21.4931
1.50189,1.60148,-2.39852,-1.66632,15.4035,15.4035,3.83736,-1.11276,0.0314182,0.34871,0.441734,32.7929,0.66968,4.80686,61.6544,12,"2015",16,"Medium Drought",-54.5909,24.1601
-0.222542,1.62768,-1.36977,-1.40872,11.4285,11.4285,1,-1.11249,-0.14821,0.402593,0.403426,34.3241,0.660975,5,54.6403,12,"2010",12,"Medium Drought",-60.046,27.1521
0.744375,0.737607,-2.0107,-1.62856,16.6492,16.6492,2.95172,-1.11233,0.212476,0.466966,0.349448,25.3931,0.648523,5,60.8932,12,"2015",17,"Medium Drought",-62.222,28.7909
0.528108,-0.281352,-1.30091,-1.54125,18.061,18.061,2,-1.11205,-0.193136,0.405333,0.395667,32.5333,0.660004,5,44.1854,12,"2005",19,"Medium Drought",-58.754,27.1457
