"WTD","HAND","SoilFertility","SoilSand_content","SoilClay_content","Tree_Height","WoodDensity","DrySeasonLength","MCWD_STD","SegGeo_number","year","Long","Lat"
73.4993,73.4993,-0.0722532,0.33,0.39,33.1813,0.597251,3.46442,35.5928,0,"2015",-74.6125,26.5031
47.1893,47.1893,-0.0985246,0.41,0.34,35.0808,0.599351,3.21615,38.8316,0,"2015",-74.2873,27.1715
3.73031,3.73031,-0.542066,0.36,0.41,27.2474,0.674209,0,25.6276,21,"2015",-62.2602,19.5014
48.2815,48.2815,-0.785821,0.47,0.37,29.7708,0.685731,4.0412,84.9289,9,"2015",-64.5938,16.156
12.6786,12.6786,-0.0951027,0.39,0.38,34.9424,0.654725,5,58.5914,12,"2015",-60.2583,27.4903
15.9294,15.9294,-0.179344,0.54,0.34,23.0733,0.639713,5,65.2977,12,"2015",-60.2557,29.4945
7.41135,7.41135,-0.813738,0.51,0.22,27.4657,0.683622,1.48381,45.5271,12,"2015",-64.5897,17.1606
8.61501,8.61501,-0.640508,0.36,0.45,28.182,0.679788,4.40371,66.31,12,"2015",-60.5901,18.8257
7.038,7.038,-0.31868,0.47,0.35,34.0842,0.647934,5.31513,59.553,12,"2015",-64.2621,28.8237
3.55995,3.55995,-0.474138,0.35,0.4,27.9722,0.671553,0.279444,25.2705,21,"2015",-62.5893,19.8307
4.56521,4.56521,-0.802486,0.49,0.3,27.0464,0.679322,3.50914,66.9551,12,"2015",-64.2536,16.4887
15.1839,15.1839,0.361762,0.4,0.36,41.2245,0.57703,4.84314,55.3711,12,"2015",-71.9227,28.8248
9.55067,9.55067,-0.175476,0.34,0.45,40.9369,0.692396,4,73.2503,9,"2015",-51.5927,15.4947
46.7263,46.7263,0.0658105,0.44,0.39,25.6316,0.647316,5,57.5786,12,"2015",-60.9228,28.4767
23.2146,23.2146,-0.635487,0.43,0.41,33.4301,0.687105,5,70.9024,12,"2015",-52.25,18.1563
15.045,15.045,-0.342909,0.37,0.43,31.9398,0.689809,4.80283,84.856,12,"2015",-51.654,17.1587
22.426,22.426,-0.23633,0.43,0.38,27.1985,0.662109,5,47.9697,12,"2015",-55.5968,25.831
47.0677,47.0677,-0.658802,0.36,0.44,36.9619,0.689618,5,62.5535,9,"2015",-52.9258,17.8277
22.5528,22.5528,-0.584152,0.35,0.49,28.8727,0.678899,2.07422,59.111,12,"2015",-60.9225,18.8274
130.068,130.068,-0.356589,0.36,0.45,31.6105,0.600899,2.04042,29.4487,0,"2015",-76.5827,23.4797
20.9917,20.9917,-0.575474,0.35,0.46,36.1574,0.689619,5,84.5593,9,"2015",-53.2602,17.4937
27.7636,27.7636,-0.610867,0.3,0.48,34.6314,0.697263,6,110.236,9,"2015",-57.9245,17.1634
6.06004,6.06004,-0.514498,0.39,0.44,29.3298,0.68034,1.28887,53.4219,12,"2015",-60.9268,18.163
3.2059,3.2059,-0.566074,0.4,0.4,27.0241,0.674269,2.74911,63.6203,12,"2015",-62.2636,18.8232
3.92924,3.92924,-0.536802,0.35,0.44,28.0133,0.676839,4.89205,91.7487,12,"2015",-61.6105,17.5216
22.9062,22.9062,-0.129489,0.39,0.43,40.2537,0.691892,4,67.0899,9,"2015",-51.926,16.1613
3.40212,3.40212,-0.831622,0.44,0.34,26.2823,0.677125,2.82456,71.1286,12,"2015",-63.9072,17.4149
7.49242,7.49242,-0.664169,0.41,0.38,26.6164,0.678855,1.9401,61.0468,12,"2015",-61.2377,19.1476
3.07003,3.07003,-0.486191,0.35,0.33,29.0708,0.672162,0,15.1971,21,"2015",-63.5929,19.8272
8.40161,8.40161,-0.654498,0.34,0.43,32.3844,0.671987,4,62.8863,12,"2015",-61.9264,25.1586
17.6144,17.6144,-0.233721,0.57,0.33,18.7687,0.639714,5,65.0683,12,"2015",-59.9325,29.479
22.1287,22.1287,-0.356676,0.49,0.34,28.581,0.660324,5,47.3521,12,"2015",-55.2631,26.1747
7.26172,7.26172,-0.549876,0.4,0.43,27.7342,0.681197,2.83238,59.0394,12,"2015",-60.5964,18.1631
3.73229,3.73229,-0.522124,0.35,0.41,27.5242,0.6714,0,21.2173,21,"2015",-62.5967,19.4896
11.6084,11.6084,-0.695078,0.43,0.41,27.9548,0.678849,1.68605,51.8118,12,"2015",-60.9248,19.1631
14.5185,14.5185,-0.208549,0.37,0.4,37.5171,0.693593,4,76.9294,9,"2015",-51.2605,15.8281
10.1538,10.1538,-0.139184,0.35,0.47,41.5681,0.692396,4,77.4777,9,"2015",-51.5927,15.828
51.9484,51.9484,-0.519281,0.4,0.39,30.7394,0.686116,2.95875,63.0313,9,"2015",-62.5909,13.4951
3.64582,3.64582,-0.594287,0.37,0.4,29.1947,0.671501,0.0944484,31.8319,21,"2015",-63.2578,19.1563
14.4194,14.4194,-0.162133,0.3,0.51,41.0556,0.692156,4.01687,81.5791,9,"2015",-51.5927,16.1613
10.5333,10.5333,-0.379431,0.43,0.4,36.2653,0.64653,5,69.4651,12,"2015",-65.9239,27.4945
42.5833,42.5833,-0.34069,0.28,0.49,35.7193,0.697268,5.57932,87.7306,9,"2015",-54.5908,17.1616
29.6605,29.6605,-0.366708,0.36,0.45,37.3951,0.69011,4.30628,65.3387,9,"2015",-52.2596,16.8294
3.8587,3.8587,-0.573833,0.32,0.49,28.2854,0.67633,4.05869,96.1347,12,"2015",-61.9669,17.4967
18.307,18.307,-0.243893,0.48,0.34,31.993,0.647932,5,57.2074,12,"2015",-63.9272,28.8126
22.3834,22.3834,-0.591565,0.4,0.42,35.5987,0.687389,5,62.9918,12,"2015",-52.2628,17.8274
10.8527,10.8527,-0.147877,0.39,0.42,35.8867,0.66424,5,60.6318,12,"2015",-61.5906,26.8276
25.6012,25.6012,-0.556234,0.34,0.47,35.6892,0.692159,5,77.2314,9,"2015",-52.9224,17.1578
43.1833,43.1833,-0.339353,0.32,0.49,34.1174,0.697877,6.28191,86.7836,9,"2015",-54.9244,17.1617
3.44561,3.44561,-0.512154,0.37,0.39,28.592,0.674209,0.873749,27.7781,21,"2015",-62.2613,19.8277
34.1797,34.1797,-0.600513,0.28,0.5,36.8802,0.689618,5,76.2989,9,"2015",-53.2589,17.8275
3.38738,3.38738,-0.573157,0.37,0.4,27.3415,0.67149,0,32.489,21,"2015",-62.9241,19.1694
23.5632,23.5632,-0.319872,0.35,0.45,38.829,0.690112,4.42412,78.069,9,"2015",-51.9285,16.8316
3.54824,3.54824,-0.546789,0.38,0.39,27.0737,0.67427,4.13851,80.5345,12,"2015",-61.9311,18.8495
10.6596,10.6596,-0.736814,0.36,0.45,27.4851,0.679702,1.86228,55.4552,12,"2015",-60.5907,19.1659
21.7884,21.7884,-0.39302,0.38,0.45,36.7824,0.689839,4.9522,78.9989,9,"2015",-51.9263,17.1608
4.65101,4.65101,-0.588731,0.48,0.3,31.7303,0.676962,4.80219,87.4619,12,"2015",-62.5856,16.1584
8.44746,8.44746,-0.0308315,0.38,0.32,28.9034,0.608517,3.96188,54.8376,12,"2015",-65.9246,33.4904
3.33538,3.33538,-0.527683,0.36,0.39,28.2014,0.670838,0,16.194,21,"2015",-63.2566,19.4972
7.48666,7.48666,-0.278521,0.43,0.33,34.6609,0.650638,2,58.3933,12,"2015",-68.9292,22.4984
16.4587,16.4587,-0.328428,0.35,0.46,38.8608,0.695927,3.55747,73.2231,9,"2015",-53.2588,16.1602
3.52818,3.52818,-0.679049,0.51,0.29,27.5452,0.676457,4.91784,114.22,12,"2015",-62.5856,16.4865
3.78742,3.78742,-0.517805,0.34,0.4,27.4637,0.670838,0,17.155,21,"2015",-62.9255,19.4935
16.5871,16.5871,0.219671,0.38,0.39,40.4761,0.579124,3.58857,55.8591,12,"2015",-72.5892,28.8266
6.38829,6.38829,-0.774907,0.49,0.3,29.7967,0.675982,5,107.247,12,"2015",-62.9185,16.4764
3.50421,3.50421,-0.552985,0.36,0.36,29.4021,0.672143,0,15.1914,21,"2015",-63.591,19.4968
16.4141,16.4141,-0.554293,0.5,0.34,27.2079,0.656894,5,58.5738,12,"2015",-55.5915,26.4925
7.83341,7.83341,-0.467914,0.42,0.42,34.035,0.668904,4.99476,66.1958,12,"2015",-61.595,25.9089
7.7211,7.7211,-0.743054,0.37,0.42,29.3603,0.678409,2,40.6809,12,"2015",-61.2563,19.8288
33.7641,33.7641,-0.516939,0.34,0.46,36.7988,0.691679,5,67.6121,9,"2015",-52.5933,17.1606
27.1671,27.1671,-0.620488,0.34,0.47,34.7006,0.68962,5,68.753,9,"2015",-52.9279,17.4974
18.1571,18.1571,-0.518442,0.4,0.43,29.1917,0.678899,2.18019,56.1066,12,"2015",-60.9233,18.4951
3.09595,3.09595,-0.584367,0.49,0.31,21.1368,0.678811,4,94.4465,12,"2015",-61.5945,16.47
3.83897,3.83897,-0.851378,0.47,0.33,23.4487,0.679322,3.33077,64.6304,12,"2015",-63.9232,16.822
36.0462,36.0462,-0.455164,0.34,0.46,36.6447,0.689838,4.91902,68.6296,9,"2015",-52.2597,17.1616
4.0462,4.0462,-0.619876,0.5,0.29,26.6209,0.677947,4.52444,105.547,12,"2015",-62.3042,16.4904
3.30561,3.30561,-0.594296,0.44,0.32,25.1417,0.677947,4,99.0983,12,"2015",-61.9812,16.5502
4.47197,4.47197,-0.587,0.47,0.27,22.2907,0.680239,3.3738,83.3644,12,"2015",-61.4974,16.839
32.9578,32.9578,-0.52957,0.41,0.42,37.1583,0.687389,5,64.8267,9,"2015",-52.2595,17.4943
21.4426,21.4426,-0.592731,0.34,0.46,35.8077,0.689163,5,65.0628,9,"2015",-52.5905,17.4927
5.37254,5.37254,-0.56617,0.46,0.33,20.816,0.682238,3.585,90.5116,12,"2015",-61.2525,17.1678
44.2499,44.2499,-0.207732,0.43,0.4,31.5737,0.655769,5,78.3853,12,"2015",-63.5902,28.1606
39.8776,39.8776,-0.722862,0.46,0.33,34.0183,0.719213,2.55268,31.988,9,"2015",-60.2589,11.1629
67.9114,67.9114,-0.329782,0.37,0.4,28.8041,0.693078,3.63141,62.9306,9,"2015",-64.9239,11.1621
25.0987,25.0987,-0.16634,0.54,0.35,21.2713,0.639301,5,67.2005,12,"2015",-60.2502,30.1745
8.95895,8.95895,-0.0386912,0.53,0.32,16.5122,0.654171,5,58.3216,12,"2015",-49.6519,26.8202
17.0538,17.0538,-0.301403,0.32,0.47,38.1245,0.700644,4,69.4015,9,"2015",-51.5924,14.8264
8.55499,8.55499,-0.507187,0.38,0.43,34.7412,0.680039,5.24498,75.7498,12,"2015",-51.9206,19.4875
118.73,118.73,-0.131222,0.3,0.41,29.5396,0.590413,0.0253325,11.2813,0,"2015",-78.5882,21.8278
9.98522,9.98522,-0.0787132,0.4,0.39,25.5,0.669855,5.252,61.2207,12,"2015",-49.2167,22.1153
13.2941,13.2941,-0.442105,0.56,0.33,20.8381,0.651775,5,45.4761,12,"2015",-52.6052,27.4436
13.9387,13.9387,-0.706893,0.61,0.28,27.5605,0.648848,5,54.5602,12,"2015",-54.2473,28.8233
15.1283,15.1283,-0.737378,0.59,0.28,27.1318,0.64885,5,57.0324,12,"2015",-53.914,28.8353
12.9995,12.9995,-0.171741,0.56,0.31,19.8345,0.651662,5,48.9685,12,"2015",-51.9162,27.4878
12.5066,12.5066,0.667257,0.36,0.37,37.5588,0.609517,5,78.3909,12,"2015",-70.9236,27.1567
114.07,114.07,-0.848398,0.47,0.34,30.719,0.690833,1.05468,43.9751,9,"2015",-65.5904,16.8278
23.4189,23.4189,-0.573538,0.46,0.36,21.6798,0.656317,5,57.7604,12,"2015",-54.9362,26.8231
89.8354,89.8354,-0.883486,0.45,0.35,27.8611,0.685072,1.92206,64.2081,12,"2015",-65.2577,16.8276
29.2808,29.2808,-0.298563,0.4,0.4,28.3421,0.705712,6.07417,96.118,9,"2015",-61.9385,10.1747
15.8311,15.8311,-0.459638,0.51,0.3,20.4415,0.654034,5,56.4149,12,"2015",-53.2459,27.1555
111.141,111.141,-0.265022,0.45,0.37,31.6225,0.603288,0,11.0135,9,"2015",-76.2889,16.1298
13.3754,13.3754,-0.739974,0.62,0.31,24.2926,0.643743,5.27592,45.8023,12,"2015",-57.245,29.4837
6.58592,6.58592,-0.671082,0.51,0.3,30.7023,0.626106,3,60.2419,21,"2015",-73.5841,15.4821
10.7231,10.7231,-0.316157,0.4,0.39,26.2366,0.708114,6.83074,97.7512,9,"2015",-61.5443,10.2102
11.5276,11.5276,0.30887,0.41,0.34,33.1576,0.622222,5,58.6437,12,"2015",-68.6006,27.8057
6.73521,6.73521,-0.0339018,0.47,0.32,30.6698,0.718828,4,67.7231,9,"2015",-59.9252,9.49461
5.79134,5.79134,-0.538907,0.42,0.27,21.2394,0.652024,2.63342,53.3864,21,"2015",-72.2781,14.5054
10.5269,10.5269,-0.0448646,0.54,0.31,19.8074,0.65172,5,47.5887,12,"2015",-51.6456,27.4614
12.6123,12.6123,-0.393234,0.44,0.36,27.134,0.710682,6.21176,93.9639,9,"2015",-61.2588,10.4945
155.549,155.549,0.0228134,0.31,0.41,28.1494,0.589357,2.4554,35.6421,0,"2015",-78.2655,19.4871
175.648,175.648,0.0333405,0.4,0.34,28.4217,0.586868,0.496868,26.283,0,"2015",-78.2435,19.1616
12.6947,12.6947,0.16098,0.4,0.35,32.8516,0.630164,5,64.0749,12,"2015",-68.2478,28.1885
133.437,133.437,-0.41053,0.42,0.33,30.9015,0.61299,1,46.4634,0,"2015",-75.3404,15.4298
10.7117,10.7117,0.0150807,0.41,0.38,27.5667,0.717706,4,66.006,9,"2015",-60.2575,9.16266
9.82637,9.82637,-0.514324,0.51,0.28,24.2886,0.653507,3,43.1762,21,"2015",-71.8561,14.1605
183.5,183.5,0.0170122,0.37,0.35,29.2963,0.58661,0,23.9114,0,"2015",-78.2452,18.8277
4.35379,4.35379,-0.0299233,0.34,0.35,25.6199,0.609269,2.81825,39.8661,12,"2015",-65.6032,33.4861
9.3394,9.3394,-0.145345,1.26,1.25,32.3139,0.622911,5,56.9164,12,"2015",-67.921,28.8324
8.01255,8.01255,-0.536388,0.48,0.32,27.818,0.656095,2.79905,51.6822,21,"2015",-71.5799,14.1531
63.6178,63.6178,-0.558174,0.33,0.41,27.5743,0.706706,4.14577,88.7392,9,"2015",-61.2259,11.4517
21.7968,21.7968,-0.372256,0.37,0.42,26.3994,0.695394,5.52743,80.0611,9,"2015",-62.9017,10.5333
109.341,109.341,-0.79344,0.44,0.29,28.9673,0.698257,3,58.4785,9,"2015",-62.2616,11.8211
169.927,169.927,-0.401377,0.42,0.34,28.437,0.603709,0,19.2593,0,"2015",-75.8046,15.6141
76.0118,76.0118,-0.782758,0.37,0.41,29.8018,0.698258,3,64.3535,9,"2015",-61.9313,11.8299
103.501,103.501,-0.792671,0.41,0.35,27.8638,0.693671,3,54.7336,9,"2015",-62.589,11.8285
9.50374,9.50374,-0.0802965,0.43,0.33,21.5063,0.632062,5,66.2211,12,"2015",-63.275,31.2236
5.81388,5.81388,-0.451698,0.38,0.34,32.5393,0.666928,0,15.4722,21,"2015",-68.2562,20.8388
12.5434,12.5434,-0.414302,0.4,0.4,28.02,0.704161,5.33425,82.8865,9,"2015",-61.5868,10.4971
115.311,115.311,-0.779926,0.38,0.42,27.4392,0.697828,1.46278,48.9337,9,"2015",-61.953,12.1467
22.6704,22.6704,-0.376052,0.43,0.38,30.202,0.710682,5.77399,72.9949,9,"2015",-60.9246,10.495
192.764,192.764,-0.0366585,0.36,0.38,25.2854,0.589357,3.02775,38.1295,0,"2015",-78.2674,19.8223
138.002,138.002,-0.780671,0.39,0.43,27.0463,0.697812,1.22041,38.2968,9,"2015",-62.2626,12.1707
8.15041,8.15041,-0.475908,0.51,0.31,27.7216,0.665114,3,52.3702,21,"2015",-71.2393,13.8463
19.649,19.649,-0.623738,0.51,0.31,24.8675,0.656314,5,58.6764,12,"2015",-55.2661,26.8095
210.826,210.826,-0.110115,0.4,0.27,28.0432,0.58661,0.334272,24.4646,0,"2015",-78.219,18.5092
7.785,7.785,-0.0604547,0.4,0.37,20.8128,0.632151,5.55708,67.7045,12,"2015",-62.9552,31.2314
7.07943,7.07943,-0.599252,0.47,0.32,25.3789,0.652032,3,44.8599,21,"2015",-71.8899,14.5287
23.8684,23.8684,-0.230276,0.38,0.43,25,0.697681,6.19492,98.3527,9,"2015",-62.8708,10.2275
10.1146,10.1146,-0.18652,0.35,0.37,31.564,0.625121,5,54.6128,12,"2015",-67.5935,28.8269
4.57678,4.57678,-0.784519,0.47,0.31,26.9977,0.681681,1.13094,36.8385,21,"2015",-64.9434,17.8457
46.6057,46.6057,-0.783519,0.4,0.4,30.9104,0.693075,1.29142,38.4378,9,"2015",-62.5939,12.1622
79.8202,79.8202,-0.730467,0.36,0.39,28.917,0.699878,3.47358,81.1072,9,"2015",-61.6137,11.8657
65.0104,65.0104,-0.787538,0.35,0.44,28.5793,0.698258,3,68.1911,9,"2015",-62.2402,11.4916
6.61657,6.61657,-0.500868,0.48,0.33,32.3184,0.608052,1,27.6126,21,"2015",-74.9101,16.8181
12.0059,12.0059,-0.414936,0.39,0.39,30.0692,0.702316,5.35834,87.0323,9,"2015",-62.2591,10.4998
6.90025,6.90025,-0.848924,0.53,0.26,34.4275,0.649898,0,15.9593,21,"2015",-71.2549,18.5064
49.1899,49.1899,-0.494016,0.4,0.38,33.2144,0.710682,4.3172,68.9831,9,"2015",-60.9267,10.8257
6.60394,6.60394,-0.793836,0.4,0.32,31.3502,0.674224,0,12.5583,21,"2015",-65.3263,20.2213
4.698,4.698,-0.0242787,0.41,0.3,19.067,0.612945,3.13222,39.4335,12,"2015",-65.3077,33.5308
76.2784,76.2784,-0.766755,0.34,0.41,29.3022,0.698257,3,69.3337,9,"2015",-61.9285,11.4887
42.3371,42.3371,-0.561519,0.37,0.42,27.0762,0.696833,5,81.3809,9,"2015",-62.5868,10.8315
9.60467,9.60467,0.138785,0.35,0.42,26.34,0.640109,5,67.5958,12,"2015",-67.2342,27.5136
17.6392,17.6392,-0.0871628,0.41,0.38,34.0886,0.718827,4,70.2481,9,"2015",-60.2595,9.82927
225.26,225.26,0.150325,0.43,0.33,25.3102,0.569659,4.54825,61.7763,0,"2015",-71.912,29.8194
9.1092,9.1092,-0.846043,0.53,0.29,32.6204,0.678052,0.255602,29.5239,21,"2015",-69.918,15.1689
4.95931,4.95931,-0.64092,0.44,0.28,28.6705,0.683423,0,13.4717,21,"2015",-66.5905,18.498
47.0095,47.0095,-0.122208,0.5,0.32,25.671,0.653572,5,51.9116,12,"2015",-51.5724,26.8088
56.913,56.913,-0.702127,0.4,0.39,26.7247,0.701916,3.74468,77.5361,9,"2015",-62.2578,11.1619
9.08332,9.08332,0.357513,0.34,0.39,30.5595,0.631246,5,72.5985,12,"2015",-67.9676,27.5333
11.5711,11.5711,-0.108069,0.41,0.38,34.1898,0.718826,4,65.4779,9,"2015",-59.9221,9.82858
3.79656,3.79656,-0.151738,0.44,0.32,24.2995,0.633168,5,43.1705,12,"2015",-66.2808,29.7579
19.2661,19.2661,-0.974898,0.51,0.31,27.0771,0.629326,0.991881,30.3214,21,"2015",-72.589,17.4947
21.5609,21.5609,-0.352925,0.4,0.41,24.4204,0.695401,5.36726,71.6135,9,"2015",-63.2246,10.5603
6.36241,6.36241,-0.731753,0.58,0.24,26.7745,0.689864,2,34.4668,21,"2015",-68.9214,14.4978
21.1312,21.1312,-0.639919,0.54,0.29,28.8055,0.656893,5,58.9967,12,"2015",-55.5894,26.8139
7.01186,7.01186,-0.136746,0.47,0.32,33.0445,0.595093,0.974654,30.692,21,"2015",-75.5915,17.5029
9.13994,9.13994,0.324713,0.39,0.38,33.2027,0.63124,5,62.3792,12,"2015",-68.2623,27.7984
8.71,8.71,-0.75826,0.54,0.33,30.4019,0.680363,2,33.8632,21,"2015",-69.5908,14.4938
70.3673,70.3673,-0.674834,0.35,0.4,28.617,0.699421,3.05296,84.9504,9,"2015",-61.6261,11.4285
13.3043,13.3043,-0.376126,0.38,0.4,32.1983,0.712469,4.39605,40.6643,9,"2015",-60.5912,10.4955
6.29037,6.29037,-0.252146,0.53,0.27,21.0635,0.637106,5,41.6519,12,"2015",-64.8884,29.7951
14.9216,14.9216,-0.726423,0.52,0.3,28.251,0.689864,2,35.9804,21,"2015",-69.2578,14.4939
50.0056,50.0056,-0.57927,0.38,0.34,31.6431,0.706711,3.91689,76.3282,9,"2015",-60.9187,11.5007
10.7616,10.7616,-0.892846,0.44,0.35,28.4558,0.651351,2,45.4969,21,"2015",-71.59,15.4956
5.07614,5.07614,-0.259857,0.46,0.34,25.18,0.637551,5,36.2607,12,"2015",-64.5866,29.7699
53.3088,53.3088,-0.554361,0.39,0.37,34.7955,0.710266,3.15845,73.5429,9,"2015",-61.2625,11.1614
31.1944,31.1944,0.152798,0.49,0.34,27.0627,0.639773,5,69.0703,12,"2015",-62.3089,29.5041
46.4952,46.4952,-0.618452,0.36,0.36,31.7782,0.703394,3,69.7054,9,"2015",-61.5974,11.1656
11.7885,11.7885,-0.527937,0.36,0.43,32.1958,0.704053,3.85134,77.0998,9,"2015",-61.5904,10.8287
15.9398,15.9398,-0.0606242,0.44,0.36,32.0648,0.649334,5,65.8757,12,"2015",-63.2562,28.4691
18.3793,18.3793,-0.394577,0.43,0.39,34.3664,0.719607,3.17875,32.7805,9,"2015",-60.2583,10.4967
206.592,206.592,0.104484,0.46,0.34,29.4686,0.572814,4,47.9582,0,"2015",-73.2566,29.8231
165.323,165.323,0.12247,0.38,0.38,26.4079,0.572814,4,42.7467,0,"2015",-73.2561,29.4929
29.4216,29.4216,-0.753848,0.32,0.45,31.2178,0.69534,3.10029,70.9078,9,"2015",-61.621,12.542
6.44164,6.44164,-0.0763697,0.36,0.39,34.2236,0.650882,4,56.5629,12,"2015",-66.9309,25.8168
94.209,94.209,-0.272551,0.39,0.4,29.141,0.693237,5,60.5829,9,"2015",-65.2556,10.8264
32.3885,32.3885,-0.0588054,0.46,0.36,23.4425,0.65339,5,55.2545,12,"2015",-51.6046,27.1702
6.6773,6.6773,-0.104702,0.48,0.29,20.0038,0.627745,5,49.7244,12,"2015",-66.6233,29.8152
9.909,9.909,-0.541725,0.39,0.37,34.0205,0.653324,5,60.7113,12,"2015",-65.5801,26.821
6.99127,6.99127,-0.805749,0.56,0.22,21.6901,0.693556,2.16117,43.2388,21,"2015",-67.2578,13.841
21.5673,21.5673,-0.247,0.38,0.42,26.7611,0.699654,6.04447,132.303,9,"2015",-62.6299,10.193
13.7668,13.7668,-0.367366,0.36,0.42,34.2544,0.652178,4.8968,60.9707,12,"2015",-65.926,26.815
38.2537,38.2537,-0.542867,0.37,0.43,25.4357,0.695391,5,68.1481,9,"2015",-62.927,10.8241
170.981,170.981,0.15093,0.43,0.33,24.4937,0.574707,4,45.7093,0,"2015",-73.5858,29.4877
34.7349,34.7349,-0.536974,0.35,0.47,32.858,0.686402,5.5583,90.9246,9,"2015",-63.9251,13.8295
8.66177,8.66177,-0.449076,0.51,0.3,30.0368,0.676099,2,54.1679,21,"2015",-70.2513,13.4961
12.2736,12.2736,-0.601702,0.34,0.38,36.6139,0.653238,5,63.7237,12,"2015",-65.5847,26.4829
13.2043,13.2043,-0.307756,0.43,0.36,27.3951,0.705161,5.96049,107.997,9,"2015",-62.3038,10.2571
5.72193,5.72193,-0.640947,0.24,0.38,31.4006,0.672649,2.95484,43.1885,12,"2015",-64.2631,21.1664
253.416,253.416,0.0694443,0.5,0.16,23.8411,0.586226,1.40187,43.0168,0,"2015",-78.4747,18.8365
70.6524,70.6524,-0.674154,0.47,0.32,28.7895,0.706701,3.6015,84.4318,9,"2015",-61.2467,11.8548
20.9303,20.9303,-0.291359,0.64,0.64,23.0178,0.694192,5.9497,76.0861,9,"2015",-63.5663,10.4894
43.2486,43.2486,-0.565431,0.42,0.3,30.0153,0.710276,3.83692,69.7307,9,"2015",-60.916,11.1683
11.0324,11.0324,-0.873919,0.54,0.26,30.8669,0.640844,0,17.6457,21,"2015",-71.589,18.1525
82.2748,82.2748,-0.828371,0.36,0.38,23.3777,0.690372,3.02609,53.9485,9,"2015",-64.5922,12.4936
33.178,33.178,-0.767818,0.42,0.4,32.2919,0.694149,0.942282,43.1981,9,"2015",-61.9295,12.5007
7.66153,7.66153,-0.849879,0.58,0.24,22.1598,0.694002,1.96035,38.1877,21,"2015",-67.2558,14.1623
4.72185,4.72185,-0.734959,0.54,0.25,30.2331,0.681295,0,24.8216,21,"2015",-65.252,18.1666
62.618,62.618,-0.836553,0.35,0.46,33.7706,0.690384,3.58562,66.0215,9,"2015",-64.5906,12.8285
4.83443,4.83443,0.106588,0.46,0.34,1.27742,0.651526,6,53.1707,12,"2015",-49.6799,28.4649
6.83547,6.83547,-0.799982,0.48,0.33,21.5181,0.693555,2.11528,44.5833,21,"2015",-66.9294,13.8345
2.71586,2.71586,0.118445,0.51,0.31,3.87113,0.651503,6,53.6769,12,"2015",-49.8669,28.4387
81.3587,81.3587,-0.830867,0.37,0.44,30.022,0.689223,3.30377,68.851,9,"2015",-64.2571,12.8291
58.5558,58.5558,-0.600395,0.41,0.34,29.1043,0.700863,6.38261,99.9186,9,"2015",-60.9788,12.8277
76.5211,76.5211,-0.727557,0.35,0.41,32.3388,0.706201,3.99671,78.1632,9,"2015",-61.3068,12.1881
18.4271,18.4271,-0.514556,0.31,0.43,25.8617,0.695393,5,64.9207,9,"2015",-63.2298,10.8135
222.005,222.005,0.0946641,0.42,0.3,19.0227,0.574682,4.00704,51.4962,0,"2015",-73.5844,29.8293
3.81135,3.81135,-0.0233026,0.69,0.64,27.2415,0.625983,5,65.176,12,"2015",-67.3328,30.1667
6.39647,6.39647,-0.735087,0.46,0.34,22.3985,0.691046,2.91153,44.6868,9,"2015",-66.5853,13.1751
10.7873,10.7873,-0.0612402,0.49,0.32,9.17808,0.655665,5.86986,58.9319,12,"2015",-49.5724,25.9037
16.9835,16.9835,-0.303603,0.41,0.38,35.9503,0.719615,3.04214,57.0331,9,"2015",-59.5912,10.1614
30.4602,30.4602,-0.0651169,0.47,0.35,24.6226,0.65339,5,49.9028,12,"2015",-51.2999,26.8449
7.23689,7.23689,-0.301084,0.45,0.34,27.4398,0.637572,5,31.965,12,"2015",-64.5945,29.4962
9.82657,9.82657,-0.174695,0.45,0.36,34.5063,0.71949,3.56918,58.9551,9,"2015",-59.5908,9.82861
20.9018,20.9018,-0.692682,0.37,0.43,36.2528,0.657227,5,68.0921,12,"2015",-65.2524,26.4917
14.0201,14.0201,-0.14261,0.49,0.35,23.0537,0.658668,5,43.9668,12,"2015",-48.3739,25.8761
9.55563,9.55563,-0.39902,0.54,0.29,28.9179,0.674699,2.16918,49.9103,21,"2015",-70.1959,13.2247
15.668,15.668,-0.27391,0.38,0.41,23.6769,0.693543,5.66783,71.8306,9,"2015",-63.9375,10.4961
2.92612,2.92612,0.00448135,0.21,0.38,29.4442,0.597944,4.68182,86.0878,12,"2015",-68.5943,30.5124
5.33824,5.33824,-0.636306,0.52,0.29,26.5211,0.686758,2,38.4915,21,"2015",-68.5911,13.4951
5.01545,5.01545,-0.849313,0.57,0.26,21.7293,0.692247,1.53248,35.0597,21,"2015",-68.2566,14.162
39.9119,39.9119,-0.70115,0.34,0.45,30.0972,0.700859,5.39583,87.9696,9,"2015",-61.004,12.4001
13.725,13.725,-0.662335,0.44,0.32,30.1303,0.657227,5,68.1196,12,"2015",-65.2555,26.8169
35.8881,35.8881,0.0176958,0.46,0.34,21.6246,0.653331,5,50.4057,12,"2015",-51.2697,27.0843
8.80262,8.80262,-0.26968,0.44,0.37,32.6021,0.722116,4.67356,58.4899,9,"2015",-59.2586,9.82916
6.17546,6.17546,-0.205143,0.34,0.37,35.3716,0.65212,4,56.7703,12,"2015",-66.5854,25.8218
