"WTD","HAND","SoilFertility","SoilSand_content","SoilClay_content","Tree_Height","WoodDensity","DrySeasonLength","MCWD_STD","SegGeo_number","year","Long","Lat"
15.1084,15.1084,-0.445525,0.41,0.4,26.987,0.681875,5.22798,72.246,12,"2015",-47.5951,19.864
5.00959,5.00959,-0.661356,0.46,0.25,28.4598,0.681261,0,14.7381,21,"2015",-66.258,18.4862
5.71192,5.71192,-0.522817,0.22,0.38,31.6608,0.674421,3.39908,50.4421,12,"2015",-63.2576,21.8335
19.6082,19.6082,0.046292,0.37,0.43,15.5027,0.665171,6,70.9184,12,"2015",-49.2418,22.8287
5.54775,5.54775,-0.874462,0.3,0.37,33.8395,0.67441,4,62.1004,12,"2015",-63.2649,24.1612
14.9955,14.9955,-0.460424,0.49,0.37,36.2769,0.698743,3,56.8285,9,"2015",-55.592,12.8285
4.5541,4.5541,-0.18503,0.43,0.33,15.0357,0.636226,5,47.859,12,"2015",-64.9717,30.2214
5.83392,5.83392,-0.578189,0.38,0.31,31.9665,0.675741,0,18.806,21,"2015",-66.8554,20.2172
6.00368,6.00368,-0.00951353,0.46,0.29,34.0206,0.592671,0,24.2104,21,"2015",-75.9235,17.4901
16.0251,16.0251,-0.195452,0.45,0.37,32.8794,0.65926,5,45.7626,12,"2015",-58.9208,27.1581
19.0292,19.0292,-0.24604,0.45,0.34,22.0442,0.639681,5,37.2819,12,"2015",-64.2984,29.8329
22.5407,22.5407,-0.126319,0.3,0.47,36.2151,0.678758,4,53.3979,12,"2015",-55.5921,22.8271
9.73334,9.73334,-0.877266,0.5,0.34,29.1117,0.648512,2,51.3945,21,"2015",-71.9212,15.4978
14.6149,14.6149,-0.424293,0.4,0.46,34.8522,0.688351,5.27552,87.7004,12,"2015",-55.9254,20.8273
17.3603,17.3603,-0.503028,0.37,0.48,34.602,0.685558,4,65.2691,12,"2015",-56.9248,21.8275
3.74061,3.74061,0.10071,0.44,0.32,33.5511,0.592673,0,28.6868,21,"2015",-75.9236,17.8258
21.8333,21.8333,-0.525253,0.36,0.46,31.5316,0.673845,6.36364,67.3739,12,"2015",-49.9364,20.8224
11.2394,11.2394,-0.417183,0.45,0.46,34.738,0.688351,5.76673,98.679,12,"2015",-55.927,20.4938
4.54883,4.54883,-0.701864,0.48,0.28,30.9256,0.677917,0,18.4748,21,"2015",-65.2575,18.492
10.4079,10.4079,-0.526723,0.5,0.36,27.1693,0.681279,3.79794,62.6346,12,"2015",-48.2797,19.4733
5.22934,5.22934,-0.837937,0.34,0.36,34.2318,0.669736,4,69.8625,12,"2015",-63.5889,24.495
18.6619,18.6619,-0.629361,0.34,0.53,34.0533,0.685196,3.11956,66.7181,12,"2015",-57.928,21.8245
3.51222,3.51222,-0.773842,0.34,0.35,30.4576,0.668875,4,72.4356,12,"2015",-64.2579,25.1626
9.8083,9.8083,-0.0821799,0.46,0.35,34.614,0.607655,0,20.5857,21,"2015",-75.2605,19.1648
20.9164,20.9164,-0.568168,0.45,0.36,34.2363,0.719607,2.20302,30.9731,9,"2015",-60.2579,10.8284
3.20228,3.20228,-0.19831,0.39,0.34,34.7826,0.613419,2,23.9036,12,"2015",-74.6808,23.625
12.4515,12.4515,0.667336,0.28,0.38,37.7625,0.611147,5,79.4139,12,"2015",-70.5854,27.1643
4.68336,4.68336,-0.351702,0.24,0.38,31.1655,0.672609,1.82149,32.9698,21,"2015",-62.929,20.485
8.36824,8.36824,-1.02935,0.5,0.29,31.4747,0.656519,0,12.2532,21,"2015",-70.5917,17.8314
4.363,4.363,-0.406731,0.26,0.37,30.3879,0.675212,1.84093,39.3762,12,"2015",-62.2442,20.7917
21.7674,21.7674,-0.2074,0.4,0.42,32.6853,0.660009,5,49.1743,12,"2015",-58.8833,26.8418
6.81545,6.81545,-0.95474,0.47,0.34,29.7781,0.648515,2,44.5645,21,"2015",-72.2591,15.8204
5.2606,5.2606,-0.721578,0.56,0.22,30.8549,0.685568,0,21.6946,21,"2015",-65.5936,18.1619
11.029,11.029,-0.430434,0.43,0.41,34.1838,0.676893,6,76.7919,12,"2015",-48.2584,20.4947
9.33248,9.33248,-0.11278,0.36,0.37,37.1336,0.637613,2.83852,40.97,12,"2015",-70.5897,23.4946
10.582,10.582,-0.49666,0.45,0.38,25.703,0.68128,5,76.5075,12,"2015",-48.2554,19.8604
25.9236,25.9236,-0.96561,0.42,0.4,28.7936,0.634953,2.05035,40.3753,21,"2015",-72.9245,16.1591
7.45859,7.45859,-0.64788,0.5,0.26,27.4382,0.691356,0,12.1895,21,"2015",-66.9163,18.1759
5.82094,5.82094,0.00057327,0.36,0.33,33.3649,0.650882,4.27327,60.4805,12,"2015",-67.2441,25.824
14.244,14.244,0.0970861,0.44,0.36,26.6216,0.625048,7,68.7088,12,"2015",-62.257,32.4907
6.21534,6.21534,-0.369554,0.47,0.34,32.7708,0.605285,0,28.8825,21,"2015",-74.9235,17.8265
14.6543,14.6543,-0.134353,0.44,0.38,29.9993,0.660426,5,59.6005,12,"2015",-54.5862,25.821
9.57154,9.57154,-0.257379,0.43,0.35,37.0691,0.607219,0,24.057,21,"2015",-74.9312,18.4968
11.5411,11.5411,-0.138189,0.44,0.38,30.7399,0.658993,5,63.0614,12,"2015",-53.9285,25.8256
4.87354,4.87354,-0.577396,0.37,0.34,31.7444,0.675647,0,18.7629,21,"2015",-67.2401,20.2393
27.1459,27.1459,-0.645289,0.33,0.46,33.6172,0.696055,4.95724,80.6673,9,"2015",-57.591,18.1684
7.55453,7.55453,-0.857461,0.56,0.29,30.7741,0.678052,0.653957,32.2144,21,"2015",-70.2563,15.1664
6.10191,6.10191,-0.626197,0.53,0.29,26.4479,0.623582,3,50.3703,21,"2015",-73.8473,15.4866
12.03,12.03,-0.770327,0.39,0.4,35.7074,0.722125,1.17476,31.5345,9,"2015",-59.2586,11.4978
44.0228,44.0228,-0.633596,0.36,0.48,33.1613,0.687134,4.06687,94.0352,9,"2015",-64.5906,15.1615
6.4283,6.4283,-0.849141,0.5,0.33,29.5226,0.648512,2.34516,53.0632,21,"2015",-72.2512,15.4959
7.70085,7.70085,-0.209707,0.43,0.37,32.5,0.597356,0,6.36531,21,"2015",-76.2665,16.8162
7.96847,7.96847,-0.502019,0.36,0.38,34.3724,0.656739,4.3071,59.5218,12,"2015",-65.9263,25.8258
34.193,34.193,-0.471083,0.31,0.5,35.1881,0.69793,5.31222,98.2573,9,"2015",-55.9236,17.8293
5.85267,5.85267,-0.670037,0.47,0.34,32.1171,0.616991,0,22.2513,21,"2015",-73.92,18.158
17.9969,17.9969,-0.388027,0.39,0.44,31.5814,0.673528,6,68.7927,12,"2015",-50.2398,21.1406
7.67307,7.67307,-0.483757,0.46,0.33,33.6096,0.618228,0,16.8902,21,"2015",-74.2562,18.8265
15.6673,15.6673,-0.425855,0.35,0.42,34.8347,0.719607,2.51919,38.631,9,"2015",-59.9245,10.4951
17.0919,17.0919,-0.110994,0.43,0.38,34.7517,0.658015,5,72.1898,12,"2015",-63.2574,28.1594
20.9969,20.9969,-0.312789,0.3,0.52,35.8624,0.673377,6.5591,87.1144,12,"2015",-51.2647,21.1728
15.23,15.23,-0.550976,0.38,0.42,34.7029,0.70094,4.81489,88.7772,9,"2015",-57.2594,15.825
12.331,12.331,-0.452763,0.39,0.45,34.2356,0.700016,5.64375,106.94,9,"2015",-58.2584,15.1615
64.6111,64.6111,-0.62925,0.45,0.39,31.3759,0.710992,5.32394,83.741,9,"2015",-59.2582,12.495
5.23582,5.23582,-0.679632,0.36,0.33,28.4809,0.673949,0,12.6703,21,"2015",-64.5415,20.0906
19.6977,19.6977,-0.387334,0.5,0.34,29.475,0.661565,5,52.0539,12,"2015",-55.592,26.1597
19.9505,19.9505,-0.229051,0.35,0.41,33.2856,0.665464,5,39.2794,12,"2015",-58.5941,26.1577
3.533,3.533,-0.636516,0.33,0.37,27.9266,0.664956,4,52.0196,12,"2015",-65.2345,24.8414
19.2398,19.2398,-0.595401,0.42,0.36,31.2824,0.697291,4.94379,71.4676,12,"2015",-57.2629,19.1728
9.48359,9.48359,0.10741,0.51,0.32,30.919,0.64046,5,68.5814,12,"2015",-62.5904,29.4891
3.78278,3.78278,-0.328203,0.35,0.38,26.8747,0.683502,3,55.9812,12,"2015",-49.5913,18.5
6.28328,6.28328,-0.705236,0.3,0.37,29.7041,0.672552,2.22534,30.76,12,"2015",-64.9182,20.8321
10.8184,10.8184,-0.407663,0.39,0.45,35.7131,0.701463,4.20625,86.4783,9,"2015",-57.2585,14.1616
4.46851,4.46851,-0.100235,0.35,0.39,25.605,0.613419,2,33.1243,12,"2015",-74.7936,23.8637
11.5233,11.5233,0.590041,0.34,0.38,37.1307,0.617832,5,65.9199,12,"2015",-69.9229,27.1609
56.094,56.094,-0.120766,0.4,0.41,23.6742,0.661496,5.9697,84.3145,12,"2015",-49.9472,23.1971
48.729,48.729,-0.449748,0.3,0.49,38.6569,0.701974,4,67.0807,9,"2015",-54.9255,14.4949
14.6375,14.6375,-0.286718,0.42,0.4,29.8418,0.670047,6,79.8638,12,"2015",-48.8661,21.4663
9.10653,9.10653,-0.401979,0.53,0.31,29.6245,0.667691,2.42759,50.1227,21,"2015",-70.5845,13.5193
20.2822,20.2822,-0.454357,0.39,0.45,39.7556,0.70218,3.49375,70.1302,9,"2015",-54.5921,14.4949
5.72006,5.72006,-0.594874,0.51,0.22,27.347,0.691283,0,10.2989,21,"2015",-67.2586,18.1827
4.42121,4.42121,-0.846432,0.34,0.38,30.5024,0.671975,4,65.9581,12,"2015",-62.9398,24.5001
6.2799,6.2799,-0.209623,0.31,0.36,35.0624,0.641709,1.16602,34.0088,21,"2015",-71.2568,22.4918
3.62076,3.62076,-0.485457,0.27,0.38,28.6448,0.672622,1.50276,33.0406,12,"2015",-63.9261,20.4915
27.792,27.792,-0.152661,1.08,1.1,28.902,0.677843,7,92.3849,12,"2015",-52.6164,20.8664
15.5739,15.5739,-0.37818,0.39,0.45,38.6319,0.702926,3.475,59.3614,9,"2015",-55.2589,13.8283
6.6891,6.6891,-0.760256,0.48,0.34,29.4167,0.635424,2.27964,48.6566,21,"2015",-72.925,15.4986
19.7478,19.7478,-0.170274,0.37,0.52,33.8615,0.681706,7,106.471,12,"2015",-53.9286,20.493
6.94356,6.94356,-0.721263,0.47,0.35,32.6871,0.623591,3,41.2027,21,"2015",-73.9016,15.8482
4.24109,4.24109,-0.63206,0.3,0.38,32.1665,0.664607,4.04344,63.4406,12,"2015",-65.2775,25.1613
6.16885,6.16885,0.112121,0.43,0.35,33.3173,0.593064,0,27.9634,21,"2015",-75.9259,18.1566
5.22032,5.22032,-0.4854,0.34,0.36,33.8176,0.660152,4,59.0566,12,"2015",-65.9247,24.494
10.9251,10.9251,-0.00659609,0.36,0.39,39.4204,0.631031,3.88735,72.341,12,"2015",-70.9225,24.8274
8.72982,8.72982,-0.0228945,0.43,0.36,35.0234,0.598477,0,23.9057,21,"2015",-75.5885,18.8266
14.7377,14.7377,-0.383469,0.38,0.46,36.4494,0.701296,4,70.5508,9,"2015",-55.592,14.4949
8.64805,8.64805,-0.545991,0.37,0.41,24.0009,0.684606,3.03464,47.4405,12,"2015",-48.2649,19.1582
13.4292,13.4292,-0.0556586,0.47,0.38,16.6884,0.658828,5.21068,53.6194,12,"2015",-48.9629,24.5133
20.7102,20.7102,-0.325111,0.36,0.44,33.0997,0.658887,5,42.1864,12,"2015",-57.9204,26.4861
38.3457,38.3457,-0.414527,0.44,0.4,36.4919,0.70288,3.275,58.9956,9,"2015",-56.9252,12.8285
13.7731,13.7731,-0.283859,0.4,0.43,39.0556,0.707881,3.19125,60.6336,9,"2015",-53.5923,14.1616
15.9219,15.9219,-0.141212,0.44,0.37,31.0319,0.658991,5,62.5302,12,"2015",-54.2589,25.8264
9.41349,9.41349,0.0559507,0.49,0.33,34.4649,0.596298,0,17.4414,21,"2015",-76.2565,18.8243
6.49688,6.49688,-0.737796,0.36,0.37,33.3358,0.669101,3.91119,63.0986,12,"2015",-65.2562,23.1656
36.3178,36.3178,-0.565079,0.36,0.41,30.734,0.702315,5,83.0659,9,"2015",-62.2576,10.8288
10.7606,10.7606,-0.385508,0.45,0.4,38.8594,0.702926,3.15438,60.5577,9,"2015",-55.2589,13.4951
91.4342,91.4342,-0.118332,0.37,0.41,29.9802,0.620061,3,50.2665,9,"2015",-74.6238,14.7807
33.3723,33.3723,-0.215899,0.41,0.43,31.2065,0.70242,7.27621,108.512,9,"2015",-58.9253,14.1619
12.9456,12.9456,-0.595257,0.39,0.38,34.8776,0.719607,2.00883,35.2965,9,"2015",-59.9242,10.8285
7.94284,7.94284,-0.72533,0.47,0.34,28.536,0.651627,2.0483,59.1334,21,"2015",-72.2576,15.1578
7.60246,7.60246,-0.422421,0.36,0.31,33.6598,0.668147,0,18.3373,21,"2015",-68.9361,20.1033
40.7707,40.7707,-0.459487,0.32,0.5,36.2762,0.701974,4.15812,74.2672,9,"2015",-54.9255,14.8282
12.6282,12.6282,-0.51794,0.43,0.43,25.787,0.681285,4.42238,77.7513,12,"2015",-47.9435,19.5283
20.1229,20.1229,-0.357269,0.34,0.48,36.3367,0.701794,4.6895,80.1254,9,"2015",-55.2602,15.1607
16.4652,16.4652,-0.100945,0.31,0.51,34.6971,0.678328,7,90.693,12,"2015",-53.2702,20.4858
12.9957,12.9957,-0.302103,0.42,0.37,32.0438,0.670303,3.98468,52.4342,12,"2015",-57.5938,25.162
19.3501,19.3501,-0.519222,0.31,0.5,33.8062,0.68489,3.97754,62.532,12,"2015",-57.5941,22.1603
18.4209,18.4209,-0.222764,0.35,0.45,35.1764,0.666304,4.27728,47.7626,12,"2015",-59.2567,25.8261
5.60705,5.60705,-0.737166,0.37,0.33,32.4137,0.67255,0.261151,21.0581,21,"2015",-65.2593,20.8244
12.0112,12.0112,-0.410443,0.44,0.4,26.7919,0.686119,4.07047,69.4794,12,"2015",-46.8875,19.1774
5.19598,5.19598,-0.440671,0.39,0.33,29.3453,0.68225,0,12.5356,21,"2015",-67.9236,18.7919
12.8296,12.8296,-0.373466,0.36,0.48,35.155,0.69781,3,56.359,9,"2015",-56.2587,12.8285
43.0209,43.0209,-0.338956,0.32,0.47,35.2276,0.701284,5.04252,86.4868,9,"2015",-55.5687,15.1365
41.1391,41.1391,-0.249979,0.39,0.38,26.8338,0.702942,8,95.3067,9,"2015",-59.2424,13.8535
4.82491,4.82491,-0.718372,0.37,0.33,30.8608,0.662409,4.10905,80.2115,12,"2015",-64.5923,25.8315
13.9447,13.9447,-0.064812,0.4,0.43,33.8701,0.672484,7,94.0786,12,"2015",-52.9292,21.8239
5.22505,5.22505,-0.452658,0.41,0.5,31.8664,0.660152,4,54.5879,12,"2015",-65.9227,24.8095
19.4657,19.4657,-0.734993,0.4,0.4,36.1769,0.722125,1.79047,31.8568,9,"2015",-59.2612,11.8235
12.8659,12.8659,-0.109496,0.4,0.43,33.9502,0.6284,3,55.9692,21,"2015",-74.2589,14.5089
35.257,35.257,-0.359963,0.48,0.39,35.9394,0.70374,3,53.0819,9,"2015",-54.5956,12.8275
3.82691,3.82691,-0.736678,0.21,0.44,30.5073,0.676418,2.0537,36.8778,12,"2015",-61.9229,22.1579
5.95124,5.95124,-0.412582,0.48,0.36,31.2963,0.605284,0.532037,29.212,21,"2015",-74.9333,17.5149
7.84915,7.84915,-0.38306,0.43,0.38,37.4256,0.609543,0,21.6091,21,"2015",-74.5832,18.4891
33.663,33.663,-0.281232,0.32,0.49,33.6081,0.695104,5.025,79.8929,9,"2015",-54.5921,17.8277
9.46121,9.46121,-0.51046,0.43,0.39,24.4561,0.679662,5.55921,73.9509,12,"2015",-48.9199,20.1185
10.1792,10.1792,-0.37161,0.44,0.42,33.3531,0.703008,7,107.333,9,"2015",-58.5916,13.8283
24.3534,24.3534,-0.0565562,0.34,0.45,33.6058,0.675552,4,66.4295,12,"2015",-54.9253,22.8276
13.6925,13.6925,-0.547169,0.37,0.46,35.0196,0.698808,5.2776,94.1828,9,"2015",-57.9256,15.4932
5.92037,5.92037,-0.302189,0.49,0.35,31.9358,0.605285,0.817684,31.4565,21,"2015",-75.2591,17.5143
3.43046,3.43046,-0.378093,0.33,0.35,31.6874,0.673191,1.18034,32.3846,21,"2015",-62.5814,20.4783
21.6594,21.6594,-0.582042,0.36,0.49,33.2648,0.6942,4.97958,74.5381,12,"2015",-57.9258,18.8292
20.72,20.72,-0.249842,0.36,0.46,31.7653,0.682532,6,95.4158,9,"2015",-61.9246,15.1616
12.6154,12.6154,-0.286069,0.33,0.48,36.3173,0.700209,5.80568,85.1466,9,"2015",-55.2598,15.8288
6.68866,6.68866,-0.576984,0.38,0.43,34.8521,0.679224,4.98786,67.554,12,"2015",-50.5928,19.8243
4.12989,4.12989,-0.534976,0.51,0.26,27.5226,0.683948,0,10.772,21,"2015",-67.2546,18.4945
4.86292,4.86292,-0.781613,0.34,0.36,31.3607,0.669884,4,56.7867,12,"2015",-64.1745,23.4965
15.5141,15.5141,-0.495825,0.9,0.82,32.8878,0.695997,3.50594,59.6985,12,"2015",-56.2667,18.4872
5.49732,5.49732,-0.782014,0.49,0.26,27.9169,0.681682,0.533259,41.4118,21,"2015",-65.2773,17.8398
14.3254,14.3254,-0.579819,0.35,0.45,31.3611,0.691392,5.17762,98.3455,9,"2015",-59.2585,17.4954
10.4036,10.4036,-0.886643,0.49,0.32,30.3472,0.6376,0,18.9892,21,"2015",-71.9257,18.1669
4.95789,4.95789,-0.301421,0.31,0.38,36.4965,0.639819,0,16.2807,21,"2015",-72.259,21.4939
7.57094,7.57094,-0.110587,0.35,0.4,35.4783,0.6472,4,60.947,12,"2015",-66.5919,26.4896
15.641,15.641,-0.169763,0.42,0.42,30.9644,0.688036,7,105.086,9,"2015",-61.9236,14.1711
6.07657,6.07657,-0.610356,0.37,0.37,32.0503,0.663452,3.76291,59.3512,12,"2015",-66.2557,23.822
4.22346,4.22346,-0.451452,0.38,0.34,29.9484,0.682628,0,13.3798,21,"2015",-67.5819,18.8185
4.7482,4.7482,-0.766522,0.51,0.31,27.1347,0.691935,0,20.5741,21,"2015",-68.5887,15.1606
24.9014,24.9014,-0.328636,0.44,0.41,35.0906,0.701282,4.44187,73.5633,9,"2015",-56.5918,14.1616
9.36872,9.36872,-0.534816,0.37,0.37,31.3136,0.725592,5.33172,66.4768,9,"2015",-58.6545,10.4903
10.2901,10.2901,-0.25302,0.46,0.35,34.8652,0.597356,0,5.82538,21,"2015",-76.2495,16.5024
6.40629,6.40629,-0.600202,0.5,0.33,36.3125,0.708201,6.825,98.4746,9,"2015",-58.2584,13.1617
35.4408,35.4408,-0.0885841,0.42,0.36,29.3915,0.657062,4.86379,65.0231,12,"2015",-52.2614,25.1602
20.2455,20.2455,-0.0882017,0.4,0.44,21.6171,0.672023,6.84685,63.751,12,"2015",-47.8778,22.1217
3.54054,3.54054,-0.429259,0.27,0.41,30.2395,0.675218,1.45455,33.161,21,"2015",-62.262,20.4937
42.0152,42.0152,-0.442934,0.46,0.37,31.9207,0.688841,7.97009,109.842,9,"2015",-61.6472,13.4646
5.79772,5.79772,-0.88054,0.49,0.28,29.7982,0.697604,0.433311,26.8596,21,"2015",-67.5907,14.8292
4.59868,4.59868,-0.502811,0.24,0.4,30.1055,0.674785,3,48.7388,12,"2015",-62.5987,21.825
9.06997,9.06997,0.230419,0.3,0.37,34.7446,0.635847,4.86001,78.7752,12,"2015",-68.9274,26.1532
8.80131,8.80131,-0.817491,0.5,0.28,33.0484,0.680573,0.175846,29.5979,21,"2015",-69.5892,15.1611
14.7613,14.7613,-0.488323,0.39,0.44,37.6296,0.674038,5.98201,56.6524,12,"2015",-50.5924,20.495
4.78142,4.78142,-0.801854,0.37,0.34,31.9025,0.676306,0,7.17261,21,"2015",-65.5872,20.1691
13.8982,13.8982,-0.920733,0.46,0.36,31.3328,0.627198,0,27.5641,21,"2015",-72.9164,17.8203
20.4447,20.4447,-1.01631,0.44,0.31,29.9126,0.63086,1.32288,27.3866,21,"2015",-72.9232,16.8239
7.93812,7.93812,-0.715371,2.01,1.97,28.8756,0.685975,2,40.0739,21,"2015",-68.9234,14.1616
4.92874,4.92874,-0.71159,0.27,0.36,30.2516,0.672852,3,48.495,12,"2015",-64.2604,21.8339
2.99116,2.99116,-0.48577,0.57,0.63,29.4232,0.672631,3,39.5336,12,"2015",-63.8803,20.7542
16.0825,16.0825,-0.258117,0.41,0.45,27.0266,0.678759,7,82.6481,12,"2015",-47.2436,21.1443
6.10789,6.10789,-0.819432,0.48,0.32,31.6478,0.636414,0,16.2114,21,"2015",-71.9231,18.4942
18.3191,18.3191,-0.0712654,0.41,0.41,27.5192,0.668986,5.04423,68.7279,12,"2015",-48.8953,22.1672
5.49743,5.49743,-0.56668,0.26,0.36,31.6298,0.672673,3.5572,49.3342,12,"2015",-63.9401,21.2301
4.782,4.782,-0.808227,0.32,0.36,33.9134,0.669873,4,58.5322,12,"2015",-63.9225,23.828
16.9926,16.9926,-0.336973,0.42,0.42,34.9519,0.701812,3.00375,57.7565,9,"2015",-56.5918,13.1617
9.16076,9.16076,-0.424753,0.41,0.44,36.6425,0.701524,4.50375,84.7658,9,"2015",-57.2585,13.8283
9.46244,9.46244,-0.468633,0.47,0.37,29.8336,0.680715,5.42527,80.9327,12,"2015",-48.263,20.174
4.602,4.602,-0.832214,0.3,0.38,30.948,0.675395,4,62.2247,12,"2015",-61.9242,24.1584
17.2566,17.2566,-0.396901,0.4,0.45,35.0969,0.687792,5.97547,89.3366,12,"2015",-55.5928,20.8269
4.70921,4.70921,-0.176001,0.53,0.44,24.4457,0.639753,5,53.6669,12,"2015",-63.633,29.8823
3.96489,3.96489,-0.742714,0.37,0.34,30.4657,0.666013,4.17675,81.2167,12,"2015",-64.2614,25.4936
16.5313,16.5313,-0.417145,0.34,0.47,34.3396,0.67409,5.85748,64.6695,12,"2015",-51.2546,20.4735
16.8406,16.8406,0.0100648,0.35,0.44,33.1012,0.665759,5,60.1164,12,"2015",-54.9129,24.489
9.5923,9.5923,0.0279523,0.44,0.38,17.8835,0.666036,6,76.3018,12,"2015",-48.5611,22.8376
18.82,18.82,-0.615537,0.41,0.42,33.1098,0.694886,4.98895,83.2745,12,"2015",-57.5914,18.8252
4.89354,4.89354,-0.821801,0.49,0.28,32.9975,0.636414,0,14.0185,21,"2015",-72.2568,18.8261
36.658,36.658,-0.383081,0.47,0.34,29.3267,0.680314,6.96534,112.323,12,"2015",-61.612,15.4752
5.8995,5.8995,-0.476208,0.43,0.36,32.1675,0.607343,0,26.3556,21,"2015",-74.5951,17.8339
8.27305,8.27305,-0.785443,0.52,0.27,28.998,0.690266,0.1762,26.4903,21,"2015",-69.257,15.1619
5.80976,5.80976,0.0316883,0.33,0.37,34.2892,0.645897,3.68904,62.2014,12,"2015",-69.2547,23.8028
5.7474,5.7474,-0.873142,0.36,0.41,33.2968,0.677805,4,56.4744,12,"2015",-61.2348,23.18
21.9574,21.9574,-0.168672,0.34,0.46,33.3749,0.667782,6.29372,66.7937,12,"2015",-50.9527,21.8239
8.30353,8.30353,0.326464,0.31,0.39,36.5488,0.628101,4.68821,89.8557,12,"2015",-69.9228,25.8261
4.93701,4.93701,-0.303621,0.25,0.45,35.9045,0.639819,0,19.0617,21,"2015",-71.922,21.49
12.7287,12.7287,0.178012,0.37,0.36,36.605,0.643433,4.51285,76.1165,12,"2015",-68.2565,26.1592
6.41933,6.41933,-0.81854,0.52,0.31,28.6822,0.638288,2.14708,49.7631,21,"2015",-72.584,15.5196
36.9273,36.9273,-0.265578,0.39,0.43,39.395,0.708423,3.975,58.6903,9,"2015",-53.5923,13.8283
5.38522,5.38522,-0.563766,0.33,0.42,33.2085,0.679076,5,69.799,12,"2015",-50.2556,19.8267
14.9543,14.9543,-0.542128,0.38,0.49,34.2832,0.685558,4,59.9807,12,"2015",-57.2586,21.8272
18.6978,18.6978,-0.537265,0.32,0.49,34.8185,0.699772,5.92471,101.151,9,"2015",-56.5922,17.1613
9.46865,9.46865,0.364103,0.35,0.39,37.9632,0.59161,5,60.2951,12,"2015",-69.9217,28.491
28.016,28.016,0.0378143,0.38,0.41,31.2621,0.662836,4.06552,45.3813,12,"2015",-53.2601,24.157
13.5413,13.5413,-0.294061,0.45,0.39,32.1943,0.702947,7.27468,105.291,9,"2015",-58.9245,13.8278
5.79267,5.79267,-0.802068,0.54,0.26,35.1258,0.649898,0,12.6071,21,"2015",-71.2552,18.8297
7.53531,7.53531,-0.113954,0.36,0.39,35.7401,0.646314,1.58025,47.3221,12,"2015",-70.2541,22.8279
17.3145,17.3145,-0.364925,0.34,0.49,31.076,0.674103,6.75814,77.2091,12,"2015",-51.2663,20.8214
6.79482,6.79482,-0.301177,0.48,0.32,32.7712,0.599237,0,23.6881,21,"2015",-75.5944,16.8342
21.0334,21.0334,-0.94107,0.47,0.34,32.2148,0.63086,1,27.3343,21,"2015",-73.2516,16.8273
6.40694,6.40694,-0.923711,0.5,0.33,30.6058,0.637915,2,45.225,21,"2015",-72.5928,15.8288
11.9033,11.9033,-0.714371,0.42,0.43,33.4415,0.680309,4,56.7646,12,"2015",-58.9254,22.4924
2.58438,2.58438,-0.338544,0.35,0.37,28.4063,0.683409,2.22235,47.693,12,"2015",-49.9349,18.5034
11.2486,11.2486,-0.352003,0.42,0.43,38.1795,0.702926,3.08943,65.5361,9,"2015",-54.9256,13.4951
38.4468,38.4468,-0.467962,0.34,0.48,38.7631,0.70218,4,69.8382,9,"2015",-54.5921,14.8282
19.1017,19.1017,-0.22326,0.38,0.48,31.4571,0.675599,7,91.6898,12,"2015",-52.2383,20.8643
7.17489,7.17489,-0.611119,0.34,0.38,34.6774,0.657709,4.85779,61.0537,12,"2015",-65.5906,25.8257
9.27706,9.27706,-0.744108,0.41,0.4,30.5263,0.688423,2.48874,67.3204,9,"2015",-64.9242,14.4951
7.96184,7.96184,-0.717882,0.52,0.22,30.9688,0.691456,0,19.5845,21,"2015",-66.594,17.8312
9.3427,9.3427,-0.0342604,0.45,0.35,26.923,0.627794,6.40969,59.1344,12,"2015",-62.9262,31.8263
12.1533,12.1533,0.0742605,0.41,0.32,26.852,0.628464,6.91625,51.5505,12,"2015",-62.2572,32.1593
6.32613,6.32613,-0.762232,0.54,0.26,26.4181,0.693774,0,19.9597,21,"2015",-68.9226,15.4932
22.5612,22.5612,-0.413294,0.45,0.33,32.4507,0.695999,3.67734,52.2677,12,"2015",-55.9209,18.4689
5.63192,5.63192,-0.289199,0.29,0.4,34.9376,0.639539,0.180777,26.6538,21,"2015",-71.924,22.1598
3.23306,3.23306,0.0901787,0.34,0.36,29.3106,0.60849,3.96235,50.6019,12,"2015",-74.9957,25.2263
7.71795,7.71795,0.381935,0.36,0.39,34.5409,0.631238,5,70.0322,12,"2015",-68.2618,27.4965
4.70537,4.70537,-0.734215,0.37,0.37,31.908,0.672994,0,14.1793,21,"2015",-65.8657,20.507
18.1048,18.1048,-0.487011,0.38,0.44,35.8763,0.702746,4.075,73.5267,9,"2015",-57.2585,13.1617
13.9764,13.9764,-0.713732,0.37,0.43,33.0484,0.676956,3.48612,59.7166,12,"2015",-60.2548,23.8285
6.21216,6.21216,-0.442675,0.42,0.28,31.9291,0.6831,0,15.2827,21,"2015",-67.2577,19.1594
29.6515,29.6515,-0.324942,0.44,0.42,36.4585,0.70385,3,56.5883,9,"2015",-54.5925,13.162
6.84241,6.84241,-0.585494,0.45,0.27,27.9781,0.676492,0,10.294,21,"2015",-68.5912,18.4944
3.28098,3.28098,-0.351618,0.27,0.38,30.6413,0.672608,2.34416,35.1111,12,"2015",-63.2621,20.4976
9.08879,9.08879,-0.0577101,0.37,0.36,37.3268,0.640491,2.64479,39.4993,12,"2015",-70.2565,23.494
